title,date,body,url,datetime
Southwest Monsoon-2012: Daily flood situation report 03 July 2012,03 Jul 2012,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY
Rainfall occurred at many over Kerala and coastal Karnataka; many over interior Karnataka, Konkan & Goa, Orissa and Mizoram; at a few places over Madhya Maharashtra, Madhya Pradesh, West Bengal & Sikkim and Andaman & Nicobar Islands and at one or two places over Western Himalayan region, east Rajasthan, Chattisgarh, Bihar, rest northeastern States, coastal Andhra Pradesh, Rajalaseema, Tamil Nadu and Lakshadweep. Weather remained mainly dry over rest parts of the country.
Indian Meteorological Department (Major features of weather forecast)
•   Rain/thundershowers would occur at many places over Maharashtra, coastal & north interior Karnataka, Kerala, Lakshadweep, Orissa, Chhattisgarh, South Madhya Pradesh, Gujarat region, Saurashtra and Andaman & Nicobar Islands.
•   Rain/thundershowers would occur at a few places over north Madhya Pradesh, Uttar Pradesh, Bihar, Jharkhand, West Bengal & Sikkim and northeastern states during next 48 hours and increase thereafter.
•   Rain/thundershowers would occur at a few places over Uttarkhand, Himachal Pradesh and north Andhra Pradesh and at one or two places over Punjab, Haryana, Delhi, Rajasthan and rest south peninsular India.
•   Maximum temperature would fall by 2-4 ̊̊ C over northwest, east and central India during next 3 days.
CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)
•   There are 02 Moderate flood situation sites in the country as on 03.07.2012.
DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)
•   15 Teams consisting of 514 personnel of NDRF have been deployed in Assam –12, Andhra Pradesh – 01 and J&K-02.",https://reliefweb.int/node/508091,2012-07-03
Southwest Monsoon-2012: Daily flood situation report 27 June 2012,27 Jun 2012,"
SUMMARY OF IMPORTANT EVENTS AS ON 27.06.2012
RAINFALL/FLOOD SITUATION IN THE COUNTRY
Rainfall occurred at most places over Assam, Arunachal Pradesh, and Nagaland; at many places over Konkan, Goa, coastal Karnataka, Manipur and Mizoram; at a few places over Kerala, Lakshadweep, Sikkim and Meghalaya; at a few places over Kerala, Lakshadweep, Sikkim and Meghalaya; at one or two places over Jammu & Kashmir, Himachal Pradesh, Uttarakhand, South Madhya Maharashtra, interior Karnataka, Tamilnadu, north Andhra Pradesh, Orissa, Chhattisgarh, East Madhya Pradesh, Jharkhand, Sub-Himalayan, west Bengal and Gujarat region. Weather remained mainly dry over the rest parts of the country. The chief amounts of rainfall (3 cm or more) recorded at 1730 hours IST of yesterday were: Cherrapunji-11, Pasighat-6, Shirali-5, Honavar-4, Dehradun and Agumbe­3 each.
Indian Meteorological Department (Major features of weather forecast)

Rain/thundershower would occur at most places over Sub-Himalayan West Bengal & Sikkim and northeastern states.
Rain/thundershowers would occur at many places over west coast, Lakshadweep and Andaman & Nicobar Islands.
Rain/thundershowers would occur at few places over Bihar, Jharkhand, Gangetic West Bengal, Chhattisgarh, Orissa, Andhra Pradesh and interior Karnataka.
Rain/thundershowers would occur at few places over Western Himalayan region.
Rain/thundershowers would occur at one or two places over Punjab, Haryana, Uttar Pradesh, East Madhya Pradesh, Gujarat region, interior –Maharashtra and Tamilnadu.
Weather would be mainly dry over rest of the country.
No significant change in maximum temperatures over plains of northwest India.
Strong northwesterly winds would prevail over plains of northwest India during next 24 hours.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 02 High Flood situation   and 07 Moderate flood situation sites in the country as on 27.06.2012.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

15 Teams consisting of 517 personnel of NDRF have been deployed in Assam – 12, Andhra Pradesh – 01 and J&K-02.
",https://reliefweb.int/node/507052,2012-06-27
Responds to floods: Domestic Appeal for assistance,10 Sep 2011,"
Assam | Bihar | Punjab | Uttar Pradesh | West Bengal
September 10th, 2011
With so many districts flooded, many have been forced to build temporary shelters on flood embankments, like here in Barabanki district of Uttar Pradesh.
The IRCS, a member of the International Federation of Red Cross and Red Crescent Societies, the world’s largest humanitarian organization, with millions of active volunteers across 186 countries has responded to the floods in India that have affected 8.6 million people. The floods have so far claimed 310 lives, 6371 life stock is lost and 63190 houses are completely damaged.
In brief
Individuals and organizations may contribute to the Indian Red Cross Society’s humanitarian efforts through financial contributions in favour of the Secretary General, Indian Red Cross Society. The Indian Red Cross Society is consistently working towards easing the sufferings of the flood victims in India by providing non-food relief and service assistance. As an immediate response to the floods, the IRCS provided relief items amounting to in excess of INR 38,000,000, however more needs to be done to assist the states most severely affected by flooding this monsoon season. Trained assessment teams have already visited the affected regions to detail the exact requirements of the communities affected. Based on these field assessments, the society looks forward for an assistance of INR 176,280,000 to address the needs of 250,000 people (50,000 households) for a period of 6 months. The appeal is based on the needs described below, reflecting the most up-to-date information available.
The Indian Red Cross Society seeks to adhere to the Code of Conduct and is committed to the Humanitarian Charter and Minimum Standards in Disaster Response in delivering assistance to the most vulnerable people. For support to or for further information concerning the Indian Red Cross Society’s programmes or operations, or for a full description of the society’s profile, please visit our website: www.indianredcross.org.
For further information specifically related to this operation please contact:
• E-mail: disasterresponse@indianredcross.org
• Tel: +91 11 2371 6441
• Fax: +91 11 2371 7454",https://reliefweb.int/node/445958,2011-09-10
Southwest Monsoon-2011: Daily flood situation report 06 Sep 2011,06 Sep 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been reported in some parts of Orissa, Rajasthan, Haryana, Gujarat, Delhi, Chhattisgarh & Andaman and Nicobar Islands.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur over Orissa, Chhattisgarh and Gujarat.   - Fairly widespread rain/thundershowers would occur over northwest India during next 48 hours and decrease thereafter.
Fairly widespread rain/thundershowers would occur along west coast and over east Madhya Pradesh, northeastern states and remaining parts of east India.
Scattered rain/thundershowers would occur over remaining parts of the country outside southeast peninsular India where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 07 Moderate flood situation sites (Bihar-04, Orrisa-01, Jharkhand-01, West Bengal -01) in the country on 06.09.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

20 teams consisting of 590 personnel of NDRF have been deployed in Assam - (5),Andhra Pradesh – (2), Kerala – (1), Parliament House New Delhi- (1), Punjab (2), Uttar Pradesh (2) & Bihar (7).
",https://reliefweb.int/node/446494,2011-09-06
Southwest Monsoon-2011: Daily flood situation report 04 Sep 2011,04 Sep 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Orissa, Goa, Madhya Pradesh, Rajasthan, New Delhi, Andaman and Nicobar Islands, Maharashtra and Gujarat.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur along west coast during next 48 hours and decrease in intensity thereafter.
Fairly widespread rain/thundershowers would occur over plains of northwest & central India, Orissa, interior Maharashtra and Gujarat.
Scattered rain/thundershowers would occur over remaining parts of the country outside Bihar and interior south peninsular India where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 11 Moderate flood situation sites (Bihar-07, Uttar Pradesh-02, Jharkhand-01, West Bengal -01) in the country on 04.09.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

18 teams consisting of 521 personnel of NDRF have been deployed in Assam - (5),Andhra Pradesh – (2), Kerala – (1),  Parliament House New Delhi- (1),  Punjab (2), Uttar Pradesh (2) & Bihar (5).
",https://reliefweb.int/node/446518,2011-09-04
Southwest Monsoon-2011: Daily flood situation report 03 Sep 2011,03 Sep 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY
Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Orissa, Madhya Pradesh, Chattisgarh,  Karnataka, Goa, Jharkhand, Himachal Pradesh, Kerala, Gujarat and Maharashtra.
Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur along west coast during next 48 hours and decrease in intensity thereafter.
Fairly widespread rain/thundershowers would occur over plains of northwest & central India, Orissa, interior Maharashtra and Gujarat.
Scattered rain/thundershowers would occur over remaining parts of the country outside Bihar and interior south peninsular India where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 11 Moderate flood situation sites (Bihar-07, Uttar Pradesh-02, Jharkhand-01, West Bengal -01) in the country on 03.09.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

18 teams consisting of 521 personnel of NDRF have been deployed in Assam - (5),Andhra Pradesh – (2), Kerala – (1),  Parliament House New Delhi- (1),  Punjab (2), Uttar Pradesh (2) & Bihar (5).
",https://reliefweb.int/node/451369,2011-09-03
Southwest Monsoon-2011: Daily flood situation report 02 Sep 2011,02 Sep 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been reported in some parts of Lakshadeep, Orissa, Madhya Pradesh, Chattisgarh, Rajasthan, Kerala, Karnataka and Maharashtra.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur along west coast and over south Madhya Pradesh and interior Maharashtra during next 48 hours and decrease thereafter.
Fairly widespread rain/thundershowers would occur over western Himalayan region and adjoining plains of northwest India, Rajasthan, Gujarat, Madhya Pradesh, Orissa, north coastal Andhra Pradesh, Telangana, interior Karnataka, Lakshadweep and Andaman & Nicobar Islands.
Scattered rain/thundershowers would occur over remaining parts of the country.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 13 Moderate flood situation sites (Bihar-08, Uttar Pradesh-02, Jharkhand-01, Orissa-01, West Bengal -01) in the country on 02.09.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

18 teams consisting of 518 personnel of NDRF have been deployed in Assam - (5),Andhra Pradesh – (2), Kerala – (1), Parliament House New Delhi- (1), Punjab (2), Uttar Pradesh (2) & Bihar (5).
",https://reliefweb.int/node/452495,2011-09-02
Southwest Monsoon-2011: Daily flood situation report 01 Sep 2011,01 Sep 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of Karnataka, Kerala, Madhya Pradesh, Maharashtra,  Lakshadweep, Odissa, Goa, Gujarat & And & Nicobar Islands.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur along west coast and over south Madhya Pradesh, interior Maharashtra and Gujarat Region during next 48 hours and decrease thereafter.
Fairly widespread rain/thundershowers would occur over Western Himalayan Region and adjoining plains of northwest India, north Madhya Pradesh, Orissa, north coastal Andhra Pradesh, Telangana, interior Karnataka,Lakshadweep and Andaman & Nicobar Islands.
Scattered rain/thundershowers would occur over remaining parts of the country.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 13 Moderate flood situation sites (Bihar-09, Uttar Pradesh-02, Jharkhand-01, West Bengal -01) in the country on 01.09.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

18 teams consisting of 518 personnel of NDRF have been deployed in Assam - (5),Andhra Pradesh – (2), Kerala – (1),  Parliament House New Delhi- (1),  Punjab (2), Uttar Pradesh (2) & Bihar (5).
",https://reliefweb.int/node/452494,2011-09-01
Southwest Monsoon-2011: Daily flood situation report 29 Aug 2011,29 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Madhya Pradesh, Himachal Pradesh, Gujarat, Andaman & Nicobar and Maharashtra.

Indian Meteorological Department (Major features of weather forecast)

Fairly widespread rain/thundershowers would occur over Gujarat state, Madhya Pradesh, interior Maharashtra and along west coast .
Fairly widespread rain/thundershowers would occur over Orissa, Chhattisgarh and Andhra Pradesh during next 48 hours and scattered thereafter.
Scattered rain/thundershowers would occur over remaining parts of the country outside northeastern states, Bihar, Uttar Pradesh and Haryana where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 02 High flood situation sites (Bihar-01), (Uttar Pradesh-01) and 15 Moderate flood situation sites (Assam-01, Bihar-08,Uttar Pradesh-04, Jharkhand-01, West Bengal -01) in the country on 29.08.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)
22 teams consisting of 637 personnel of NDRF have been deployed in Assam - (6),Andhra Pradesh – (2), Kerala – (1), Gujarat(2), Parliament House New Delhi- (1),  Punjab (1), Uttar Pradesh (3) & Bihar (6).",https://reliefweb.int/node/454118,2011-08-29
Southwest Monsoon-2011: Daily flood situation report 28 Aug 2011,28 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Punjab, Madhya Pradesh, Chattisgarh and Maharashtra.

Indian Meteorological Department (Major features of weather forecast)

Fairly widespread rain/thundershowers would occur over Gujarat state, Madhya Pradesh, west coast and interior Maharashtra.
Fairly widespread rain/thundershowers would occur over Orissa, Chhattisgarh and Andhra Pradesh during next 48 hours and scattered thereafter.
Scattered rain/thundershowers would occur over remaining parts of the country outside northeastern states, Bihar, Uttar Pradesh and Haryana where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 04 High flood situation sites (Bihar-01), (Uttar Pradesh-03) and 18 Moderate flood situation sites (Assam-02, Bihar-09,Uttar Pradesh-05, Jharkhand-01, West Bengal -01) in the country on 28.08.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)
19 teams consisting of 597 personnel of NDRF have been deployed in Assam - (6),Andhra Pradesh – (2), Kerala – (1),  Parliament House New Delhi- (1),  Punjab (1), Uttar Pradesh (3) & Bihar (5).",https://reliefweb.int/node/454113,2011-08-28
Southwest Monsoon-2011: Daily flood situation report 27 Aug 2011,27 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY
   Moderate to heavy rainfall with isolated very heavy falls have been reported in some parts of Haryana, Rajasthan, Madhya Pradesh, Maharashtra, Odissa, Tamil Nadu, Uttarakhand, Himachal Pradesh, Gujarat & Andaman and Nicobar Islands.
Indian Meteorological Department (Major features of weather forecast)
   Fairly widespread rain/thundershowers would occur over Western Himalayan Region, Gujarat State, West Madhya Pradesh.West Coast and interior Maharashtra.
   Fairly widespread rain/thundershowers would occur over Orissa, Chhattisgarh and Andhra Pradesh during next 24 hours and scattered thereafter.
   Scattered rain/thundershowers would occur over remaining parts of the country outside east Uttar Pradesh, Bihar,northeastern states where it may be isolated.
CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)
   There are 05 High flood situation sites (Bihar-01), (Uttar Pradesh-04) and 19 Moderate flood situation sites (Assam-02, Bihar-10,Uttar Pradesh-05, Jharkhand-01, West Bengal -01) in the country on 27.08.2011.
DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)
19 teams consisting of 554 personnel of NDRF have been deployed in Assam - (6),Andhra Pradesh – (2), Kerala – (1), Parliament House New Delhi- (1), Punjab (1), Uttar Pradesh (3) & Bihar (5).",https://reliefweb.int/node/452516,2011-08-27
Southwest Monsoon-2011: Daily flood situation report 26 Aug 2011,26 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY
   Moderate to heavy rainfall with isolated very heavy falls have been reported in some parts of Uttar Pradesh, Gujarat, Himachal Pradesh, Sikkim, Madhya Pradesh, Rajasthan and Andaman and Nicobar Islands.
Indian Meteorological Department (Major features of weather forecast)
   Fairly widespread rain/thundershowers would occur over central, adjoining peninsular & east India, Lakshadweep, Andaman & Nicobar Islands and along west coast and decrease over east India after 48 hours.
   Fairly widespread rain/thundershowers would occur over western Himalayan region and scattered over plains of northwest India.
   Scattered rain/thundershowers would occur over remaining parts of the country outside south interior peninsular India where it may be isolated.
CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)
   There are 06 High flood situation sites (Bihar-01), (Uttar Pradesh-05) and 21 Moderate flood situation sites (Assam-03, Bihar-13,Uttar Pradesh-03, Jharkhand-01, West Bengal -01) in the country on 26.08.2011.
DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)
   19 teams consisting of 542 personnel of NDRF have been deployed in Assam - (6),Andhra Pradesh – (2), Kerala – (1), Parliament House New Delhi- (1), Punjab (1), Uttar Pradesh (3) & Bihar (5).",https://reliefweb.int/node/452515,2011-08-26
"Rains in Punjab, Haryana, flood-like situation in 150 villages",24 Aug 2011,"
CHANDIGARH: Moderate to heavy rains lashed several parts of Punjab and Haryana today, leading to a flood-like situation in 150 villages where major rivers are in spate.
Even as the incessant rains led to a marginal dip in temperatures, the humidity levels oscillated between 80 to 85 per cent across the twin states of Punjab and Haryana and their joint capital Chandigarh, the Met office said here.
In view of the rains, several rivers, including Yamuna, Som, Tangri, Ghaggar, Beas, Sutlej and Ravi are in spate with villages close to their banks facing a flood-like situation and affecting around 15,000 acres of farm land in Punjab and Haryana, official sources said here.
Adding to the woes of the people, power and water supply has been affected at a few places.
The most affected districts included, Yamunanagar, Ambala, Karnal, Faridabad, Palwal, Sonipat, Ferozepur, Tarn Taran, Fazilka and Hohiarpur.
While Narnaul was drenched by 79 mm of rains, the rainfall at Bhiwani was 48.4 mm.
Among other places in the plains of Punjab and Haryana Ambala received 40.3 mm of rains followed by 19.6 mm in Karnal, 8.6 mm in Hisar, 7.5 mm in Patiala, 7.2 mm in Rohtak, 4.6 mm in Amritsar, 2.3 mm in Ludhiana and 0.7 mm at Chandigarh.
Moderate to heavy rainfall is likely to drench several areas of the region over the next two days, according to the weather office.",https://reliefweb.int/node/442809,2011-08-24
"Heavy rains in UP, Bengal, Meghalaya; 12 dead",18 Aug 2011,"
NEW DELHI: Monsoon on Wednesday continued to wreak havoc as heavy rains triggered floods, landslides and claimed at least twelve lives in northern and eastern India.
Eight persons were killed in Uttar Pradesh, two each in West Bengal and Meghalaya, official reports said.
Heavy downpours left eight persons dead in Uttar Pradesh where major rivers are on the verge of flooding hundreds of villages.
The release of flood waters from Nepal has worsened the situation with Ganga, Sharda, Ramganga, Yamuna and Ghagra flowing above the danger mark in several places, a Central Water Commission report said.
Torrential rains have left a trail of destruction in Western Meghalaya triggering flash floods and landslides that claimed two more lives.
Two more persons were killed on Wednesday and another was said to be missing in heavy rains since Sunday, the sources said adding that the landslide toll climbed to six after one person died last night at West Garo hills.
Over 5,000 people from Selsella and Garobadha areas were displaced as Ganol and Jinjiram rivers overflowed, inundating large tracts in West Garo Hills district.
Mercury stayed below normal level in the plains of Punjab and Haryana after the region was lashed by heavy rains. The MeT has forecast light to moderate rain or thunder showers at isolated places in the two states on Thursday.
Some parts of Himachal Pradesh received moderate rainfall but day temperature rose considerably in the state. Nagrota Suriyan in Kangra was wettest in the hill state with 74 mm of rains, followed by Manali 66 mm and Jubbal 65 mm.
The 126 MW Larjji power house on Beas River and 60 MW project on Rangri Nallah were shut down due to heavy silt carried by flash-floods.
According to the MeT, Himachal Pradesh received 160 per cent excess rainfall during the week ending yesterday.
Light to moderate rainfall occurred at many places in Ajmer, Jaipur, Kota Udaipur and Bharatpur divisions in the morning.
Isolated places in Jodhpur division also received light rains during the period, but most of the places in the state remained mainly dry till evening.",https://reliefweb.int/node/441578,2011-08-18
Southwest monsoon-2011: Daily flood situation report 9 Aug 2011,09 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Punjab, Odissa, Bihar,Gujarat,Sikkim, Haryana, Jharkand,West Bengal & Rajasthan.

Indian Meteorological Department (Major features of weather forecast)

The low pressure area over northwest Madhya Pradesh & neighbourhood persists with associated upper aircyclonic circulation extending upto midtropospheric levels tilting southwards with height.
The upper air cyclonic circulation over west Rajasthan & neighbourhood in lower levels persists.
The upper air cyclonic circulation over Gangetic West Bengal and neighbourhood persists and extends upto mid tropospheric levels tilting southwestwards with height.
The axis of monsoon trough at mean sea level passes through Anupgarh, Swai Madhopur, centre of low pressure area, Daltonganj, Purulia, Contai and thence southeastwards to eastcentral Bay of Bengal.
The off shore trough runs from Gujarat coast to Karnataka coast.
The western disturbance over north Pakistan and adjoining Jammu & Kashmir now lies over Jammu & Kashmir and adjoining north Pakistan as an upper air system.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 19 Moderate flood situation sites (Assam-03, Bihar-10, Jharkhand-01, Uttar Pradesh-04 & West Bengal-01) in the country on 09.08.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

20 teams consisting of 644 personnel of NDRF have been deployed in Assam - (6),  Andhra Pradesh – (2), J&K – (2), Kerala – (1), Parliament House new Delhi- (1), Bihar (6) & Uttar Pradesh (2)
",https://reliefweb.int/node/440240,2011-08-09
Southwest monsoon-2011: Daily flood situation report 5 Aug 2011,05 Aug 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of Punjab, Uttar Pradesh, Chandigarh, Assam, Arunachal Pradesh and Himachal Pradesh.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur along west coast and over central India.
Fairly widespread rain/thundershowers would occur over western Himalayan region, Uttar Pradesh, east India, northeastern states, Andaman & Nicobar Islands and Lakshadweep.
Scattered rain/thundershowers would occur over remaining parts of the country except west Rajasthan, Andhra Pradesh and Tamilnadu where it may be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 14 Moderate flood situation sites (Assam-03, Bihar-06, Jharkhand-01, West Bengal-01 & Uttar Pradesh-03) in the country on 05.08.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

17 teams consisting of 546 personnel of NDRF have been deployed in Assam - (6),  Andhra Pradesh – (2), J&K – (2), Kerala – (1), Parliament House new Delhi- (1) and Bihar (5).
",https://reliefweb.int/node/440488,2011-08-05
Southwest monsoon-2011: Daily flood situation report 28 Jul 2011,28 Jul 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Maharashtra, Bihar, Uttarakhand, Rajasthan, Punjab, Andman & Nicobar, Gujarat & Andhra Pradesh.

Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur over west coast and Andaman & Nicobar Islands.
Fairly widespread rain/thundershowers would occur over northwest, central & adjoining peninsular India, Bihar, SubHimalayan West Bengal & Sikkim, northeastern states and Lakshadweep.
Scattered rain/thundershowers would occur over remaining parts of east and extreme southeast peninsular India.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 17 Moderate flood situation sites (Assam-04, Bihar-08, Jharkhand-01, West Bengal-01 & Uttar Pradesh-03) in the country on 28.07.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

16 teams consisting of 549 personnel of NDRF have been deployed in Assam - (6),  Andhra Pradesh – (2), J&K – (2), Kerala – (1), and Bihar (5).
",https://reliefweb.int/node/437778,2011-07-28
Southwest monsoon-2011: Daily flood situation report 29 Jul 2011,29 Jul 2011,"
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of  Maharashtra, Rajasthan,  Punjab, Assam, Goa, M.P. and West Bengal.
Indian Meteorological Department (Major features of weather forecast)
The upper air cyclonic circulation over central Pakistan and adjoining northwest Rajasthan persists in lower levels.
The upper air cyclonic circulation over northwest Bay of Bengal and neighbourhood extending between 2.1 to 5.8 km above mean sea level, tilting southwards with height persists.
The upper air cyclonic circulation over west Uttar Pradesh and neighbourhood extending upto 2.1 km above mean sea level persists.
The axis of monsoon trough at mean sea level passes through Ferozpur, Meerut, Lucknow, Varanasi, Ranchi, Balasore and thence southeastwards to eastcentral Bay of Bengal.
The feeble off shore trough runs from Gujarat coast to Karnataka coast.
The western disturbance over north Pakistan and neighbourhood persists as an upper air system.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 19 Moderate flood situation sites (Assam-04, Bihar-10, Jharkhand-01, West Bengal-01 & Uttar Pradesh-03) in the country on 29.07.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

17 teams consisting of 533 personnel of NDRF have been deployed in Assam - (6),  Andhra Pradesh – (2), J&K – (2), Kerala – (1),  New Delhi-(1) and Bihar (5).
",https://reliefweb.int/node/441246,2011-07-29
Southwest monsoon-2011: Daily flood situation report 17 Jul 2011,17 Jul 2011,"
SITREP NO-47/2011
1700 hours
No.32-20/2011-NDM-I
Ministry of Home Affairs
(Disaster Management Division)
RAINFALL/FLOOD SITUATION IN THE COUNTRY
•   Moderate to heavy rainfall with isolated very heavy falls have been       reported in some parts of Bihar, Orissa, Uttarakhand, Sikkim, Goa, Madhya Pradesh, Rajasthan, West Bengal, Kerala, Uttar Pradesh, Karnataka, Maharashtra and  Orissa.
Indian Meteorological Department (Major features of weather forecast)

Widespread rain/thundershowers would occur over west coast , central and northeast India.
Fairly widespread rain/thundershowers would occur over east India, Uttar Pradesh and East Rajasthan.
Fairly widespread rain/thundershowers would occur over western Himalayan region, Punjab and Haryana during next 24 hours and decrease thereafter.
Scattered rainfall activity over rest parts of the country outside Rayalaseema and Tamilnadu where it will be isolated.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)
•   There are 08 Moderate flood situation sites (Assam-04 and Bihar-04) in the country on 17.07.2011.
DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

11 teams consisting of 358 personnel of NDRF have been deployed in Assam - (1),  Andhra Pradesh – (2), Kerala – (1), Uttar Pradesh (2) and Bihar (5).
",https://reliefweb.int/node/426580,2011-07-17
Southwest monsoon-2011: Daily flood situation report 13 Jul 2011,13 Jul 2011,"
SITREP NO-43/2011
1700 hours
No.32-20/2011-NDM-I
Ministry of Home Affairs
(Disaster Management Division)
RAINFALL/FLOOD SITUATION IN THE COUNTRY

Moderate to heavy rainfall with isolated very heavy falls have been reported in some parts of Gujarat, Maharashtra, Karnataka and  Jharkhand.

Indian Meteorological Department (Major features of weather forecast)

Fairly widespread rain/thundershowers would occur over Uttar Pradesh, Bihar, Jharkhand, West Bengal & Sikkim, northeastern states, Gujarat region, west Madhya Pradesh, Madhya Maharashtra, Telangana, Lakshadweep, Andaman & Nicobar Islands and along west coast. Rainfall activity may decrease over Bihar, Jharkhand and Gangetic West Bengal after next 24 hours.
Scattered rain/thundershowers would occur over remaining parts of the country outside Punjab, Haryana, west Rajasthan, Saurashtra & Kutch, Rayalaseema and Tamilnadu where it will be isolated. Rainfall activity will increase over western Himalayan region and north peninsula after next 24 hours.

CENTRAL WATER COMMISSION (daily water levels and forecasts for level forecast sites)

There are 04 Moderate flood situation sites (Assam-02 and Bihar-02) in the country on 13.07.2011.

DEPLOYMENT OF NATIONAL DISASTER RESPONSE FORCE (NDRF)

09 teams consisting of 306 personnel of NDRF have been deployed in Assam - (1),  Andhra Pradesh – (2), Kerala – (1) and Bihar (5).
",https://reliefweb.int/node/425753,2011-07-13
