headline,date,caption,url
"Sirhind choe overflows, fields in 100 villages flooded",14 Jul 2015 | 1:06 AM,FATEHGARH SAHIB: Thousands of acres of agricultural land in around 100 villages in the district were submerged as the Sirhind choe overflowed in view of the heavy rain in the region.,/news/community/sirhind-choe-overflows-fields-in-100-villages-flooded/106407.html
Heavy rain belies MC’s claims of development,13 Jul 2015 | 1:50 AM,PATIALA: The monsoonal spell of rain on Sunday belied the claims of the municipal corporation (MC) that the drainage system of the city had been strengthened.,/news/community/heavy-rain-belies-mc-s-claims-of-development/106072.html
Excess dam water released as heavy rain predicted,12 Jul 2015 | 1:54 AM,"PATHANKOT: Keeping in view the forecast of heavy rains in the next 48 hours, the authorities of the Ranjit Sagar Dam today released 20,000 cusecs of water into the Ravi river against 15,000 cusecs released everyday.",/news/community/excess-dam-water-released-as-heavy-rain-predicted/105638.html
Full canals wash farmers’ irrigation worries away,08 Jul 2015 | 1:31 AM,"CHANDIGARH: The erratic onset of monsoon in the north-west region of the country notwithstanding, the reservoirs of all three major dams — Bhakra, Pong and Ranjit Sagar—are witnessing increased water inflow due to heavy rain in their catchment areas.",/news/community/full-canals-wash-farmers-irrigation-worries-away/103808.html
"Breach in canal, 100 acres flooded",06 Jul 2015 | 1:36 AM,ABOHAR: Heavy rain that lashed Rawatsar and neighbouring segments of Hanumangarh last evening resulted in a breach in the Chak 2DWD sub-canal.,/news/community/breach-in-canal-100-acres-flooded/102942.html
No plan to tame Ghaggar as monsoon nears,29 Jun 2015 | 1:19 AM,"PATIALA: Once considered as a lifeline for the villages alongside its bank, the Ghaggar is now called the ‘River of Sorrow’ due to the floods it has caused in the past many decades.",/news/punjab/no-plan-to-tame-ghaggar-as-monsoon-nears/99897.html
Hundreds of Hemkund Sahib pilgrims evacuated,28 Jun 2015 | 12:44 AM,"CHANDIGARH: About 1,200 pilgrims stranded at Gurdwara Gobind Dham were evacuated by the civil administration and the Army today.",/news/punjab/hundreds-of-hemkund-sahib-pilgrims-evacuated/99493.html
"Victims blame govt, say tragedy was avoidable",14 Jun 2015 | 2:02 AM,LUDHIANA: Residents of Doraha blamed the apathy of the government and politicians for the accident.,/news/community/victims-blame-govt-say-tragedy-was-avoidable/93599.html
"To stem rot, wheat being refilled into new gunny bags in Bathinda",25 May 2015 | 1:16 AM,"BATHINDA: More than 20,000 bags of wheat are rotting in the grain markets of Pungrain in some villages of Bathinda district due to rain and the delay in lifting of wheat bags.",/news/punjab/to-stem-rot-wheat-being-refilled-into-new-gunny-bags-in-bathinda/84960.html
Abohar streets get waterlogged,07 Apr 2015 | 1:21 AM,ABOHAR: Heavy rain lashed Abohar town for about 15 minutes but left many market and residential areas waterlogged.,/news/community/abohar-streets-get-waterlogged/63916.html
Will relax norms for wheat procurement: Paswan,02 Apr 2015 | 12:44 AM,CHANDIGARH: The state government today said Union Food and Supply Minister Ram Bilas Paswan had assured that moisture and colour norms for procurement of wheat would be relaxed keeping in view the unseasonal rain over the past few days.,/news/community/will-relax-norms-for-wheat-procurement-paswan/61712.html
Farmers seek crop loan waiver,31 Mar 2015 | 1:49 AM,"ABOHAR: As hailstorm preceded by heavy rain lashed Hanumangarh district last night for about 15 minutes, hundreds of farmers on Monday organised protest and demanded that loans be waived off besides providing other relief measures.",/news/community/farmers-seek-crop-loan-waiver/60801.html
Capt loyalists skip crucial Cong poll meeting,30 Mar 2015 | 1:53 AM,"KAKKARWAL (DHURI): The united face put up by the state Congress on March 23, the day party candidate Simar Partap Singh Barnala filed papers for the Dhuri assembly bypoll, could not last even a week.",/news/politics/capt-loyalists-skip-crucial-cong-poll-meeting/60400.html
"6 killed in Abohar, Sriganganagar",17 Mar 2015 | 12:48 AM,"ABOHAR: At least six persons, including three of a family, were killed due to heavy rain and hailstorm that lashed Abohar and the neighbouring Sriganganagar district of Rajasthan last night.",/news/community/6-killed-in-abohar-sriganganagar/54631.html
Rain-hit villagers protest govt apathy in Abohar,05 Mar 2015 | 1:10 AM,ABOHAR: Several residents of Kandhwala Amarkot village today staged a dharna in the sub-divisional administrative complex. They protested that the authorities had failed to fix the drainage system that was blocked during the heavy rain.,/news/community/rain-hit-villagers-protest-govt-apathy-in-abohar/49732.html
Woman dies in roof collapse,04 Mar 2015 | 1:07 AM,ABOHAR: Rainwater submerged hundreds of acres of agricultural land in several villages and wards of the town and neighbouring areas of Sriganganagar and Hanumangarh.,/news/community/woman-dies-in-roof-collapse/49459.html
Wheat crop in Moga flattened,03 Mar 2015 | 12:38 AM,"MOGA: Wheat crop on at least 25,000 acres has been damaged in Moga district because of high-speed winds and rain.",/news/community/wheat-crop-in-moga-flattened/48955.html
"Rain, high-speed winds damage crops in Malwa",02 Mar 2015 | 1:53 AM,"MOGA: It is feared that widespread rain accompanied by high-velocity winds may have caused damage to the wheat crop in parts of Moga, Ferozepur, Fazilka, Faridkot, Muktsar and Barnala districts in the Malwa belt.",/news/punjab/rain-high-speed-winds-damage-crops-in-malwa/48704.html
"Heavy rain lashes Chandigarh, parts of Punjab, Haryana",14 Dec 2014 | 2:09 PM,"CHANDIGARH: Ending the prolonged dry spell, many parts of Punjab and Haryana received moderate to heavy rainfall for the second day today, which is likely to bring relief to the farmers.",/news/community/heavy-rain-lashes-chandigarh-parts-of-punjab-haryana/18047.html
