headline,date,caption,url
4 ministers deputed to oversee relief ops,24 Aug 2019 | 6:58 AM,"CHANDIGARH: Chief Minister Capt Amarinder Singh today deputed four ministers to oversee the relief operations in the flood-ravaged districts of Ropar, Jalandhar and Kapurthala, and directed the officials concerned to expedite the restoration of power supply in the affected areas.",/news/punjab/4-ministers-deputed-to-oversee-relief-ops/821764.html
Trains to Sultanpur Lodhi off track for now: Railways,24 Aug 2019 | 6:58 AM,"GIDDERPINDI (JALANDHAR): Even as there were plans to start special trains for Sultanpur Lodhi ahead of the 550th Gurpurb of Guru Nanak, the Railways will now have to assess the damage to the tracks on the route via the flood-ravaged Gidderpindi area before going ahead with it.",/news/punjab/trains-to-sultanpur-lodhi-off-track-for-now-railways/821763.html
"18-year-old drowns in Fazilka dist, search begins",24 Aug 2019 | 6:58 AM,FAZILKA: An 18-year-old youth allegedly drowned in flood water near Dhandi Kadim village of Jalalabad subdivision in Fazilka district on Friday afternoon.,/news/punjab/18-year-old-drowns-in-fazilka-dist-search-begins/821759.html
"To plug breach, neighbours flood Shahkot",24 Aug 2019 | 6:58 AM,"CHAK WADALA/JANIAN CHAHAL (LOHIAN): With no let-up in 21 Shahkot villages after floods, MLA Hardev Singh Laddi has issued instructions to get in sandbags to fix the bundh breach in Janian Chahal village — the widest and most sensitive breach in Jalandhar district.",/news/punjab/to-plug-breach-neighbours-flood-shahkot/821758.html
Panic grips Mansa villages as Ghaggar level rises,23 Aug 2019 | 8:46 PM,BATHINDA: Panic gripped around four dozen villages of neighbouring Mansa district as the water level in the Ghaggar river has been on the rise.,/news/punjab/panic-grips-mansa-villages-as-ghaggar-level-rises/821705.html
"Accused of regional bias over Punjab floods, Kapil Sharma issues clarification",23 Aug 2019 | 12:59 PM,"CHANDIGARH: Host Kapil Sharma came forward to show his support for the flood-stricken Punjab on Thursday.  The comedian-turned-actor, via a short video, explained the situation to his fans that the floods had left several families in the northern state homeless.",/news/punjab/accused-of-regional-bias-over-punjab-floods-kapil-sharma-issues-clarification/821623.html
450 rescued in Moga,23 Aug 2019 | 7:14 AM,"Moga: Water level in the Sutlej has declined by about 3-5 ft at various places in the district, giving a sigh of relief to the flood-affected people living along the river banks.",/news/punjab/450-rescued-in-moga/821456.html
Relief camps flooded,23 Aug 2019 | 7:14 AM,Kapurthala: The Kapurthala administration plans to shut all relief camps after several were flooded.,/news/punjab/relief-camps-flooded/821455.html
‘Flood relief govt priority’,23 Aug 2019 | 7:05 AM,"GIDDERPINDI/SULTANPUR LODHI: During his meetings to listen to the grievances of the flood-affected farmers at Gidderpindi village of Jalandhar and Sarupwal village of Sultanpur Lodhi, Chief Minister Captain Amarinder Singh said: “We will stop every project for the time being.",/news/punjab/-flood-relief-govt-priority/821303.html
"Cemeteries flooded, villagers cremate body along highway",23 Aug 2019 | 7:05 AM,GIDDERPINDI: Such has become the plight of flood-hit villages that they are being forced to cremate the dead along a highway as all cemeteries in villages have been inundated.,/news/punjab/cemeteries-flooded-villagers-cremate-body-along-highway/821302.html
Toxins from Pak tanneries add to border areas’ woes,23 Aug 2019 | 7:05 AM,"FEROZEPUR: Already suffering due to floods, villagers in Hussainiwala enclave along the India-Pakistan border have another reason to worry about.",/news/punjab/toxins-from-pak-tanneries-add-to-border-areas-woes/821301.html
"Water continues to rise, so do fears",22 Aug 2019 | 6:45 AM,"JANIAN CHAHAL (JALANDHAR): Marooned in their houses by the swollen Sutlej, affected families at Janian Chahal, Chak Wadala and Gatti Peer Baksh villages in the district spent their fourth sleepless night stranded on rooftops.",/news/punjab/water-continues-to-rise-so-do-fears/820859.html
Will assist in relief work: Harsimrat,22 Aug 2019 | 6:59 AM,CHANDIGARH: Cabinet Minister Harsimrat Kaur Badal today announced that food processing companies had responded generously to her appeal to donate dry ration for flood-hit people of Punjab and that the same would be distributed among them in the coming days.,/news/punjab/will-assist-in-relief-work-harsimrat/820674.html
"2 new breaches worsen situation in Jalandhar, Kapurthala",22 Aug 2019 | 6:59 AM,"FATEHPUR/JANIAN/JANIAN CHAHAL: With two fresh breaches at Mandala Channa village, Lohian, in Jalandhar and Indessar village in Kapurthala, the flood crisis in the districts has been aggravated.",/news/punjab/2-new-breaches-worsen-situation-in-jalandhar-kapurthala/820673.html
"Farmers stare at losses, govt empty coffers",22 Aug 2019 | 6:59 AM,"CHANDIGARH: Even as the state remained on the edge, with almost 75,000 cusecs water being released by the BBMB, the government is grappling with the issue of compensating farmers, who have suffered losses worth crores.",/news/punjab/farmers-stare-at-losses-govt-empty-coffers/820671.html
Help pours in for flood-hit in Ropar,22 Aug 2019 | 6:59 AM,ROPAR: People from various parts of the state have come forward to help the flood victims in Ropar district by donating essential items.,/news/punjab/help-pours-in-for-flood-hit-in-ropar/820668.html
Part of dhussi bundh erodes; flood threat back in Ludhiana,22 Aug 2019 | 6:59 AM,"LUDHIANA: A major portion of the dhussi bundh of the Sutlej was damaged at Garhi Fazal near Mattewara village of Ludhiana district in the wee hours of Wednesday, posing a threat of floods in nearby areas yet again.",/news/punjab/part-of-dhussi-bundh-erodes-flood-threat-back-in-ludhiana/820665.html
Punjab CM writes to PM for Rs 1000 crore special flood relief package,21 Aug 2019 | 7:37 PM,CHANDIGARH: Punjab Chief Minister Capt Amarinder Singh on Wednesday wrote to Prime Minister Narendra Modi seeking a Rs 1000 crore special package to address the losses due to flooding in the state.,/news/punjab/punjab-cm-writes-to-pm-for-rs-1000-crore-special-flood-relief-package/820655.html
300 Punjab villages badly affected by floods,21 Aug 2019 | 12:25 PM,"CHANDIGARH: More than 300 villages, mainly in Punjab''s Ropar, Jalandhar and Ferozepur districts, were badly affected in floods by the Satluj river, damaging crops in thousands of acres and forcing thousands of villagers to spend nights on rooftops.",/news/punjab/300-punjab-villages-badly-affected-by-floods/820611.html
Army helicopters provide food packets in flood-hit areas of Jalandhar,21 Aug 2019 | 12:23 PM,LOHIAN: Helicopters of the Army were pressed into service on Wednesday to provide packets in flood-hit villages of Punjab''s Jalandhar district as they remain inundated because of breaches in the earthen embankments of the Sutlej river.,/news/punjab/army-helicopters-provide-food-packets-in-flood-hit-areas-of-jalandhar/820609.html
"Rainfall subsides, rivers still swollen",21 Aug 2019 | 6:51 AM,"JALANDHAR: With three more breaches reported — two in Kapurthala at Tibbi (Gidderpindi) and Sarwal villages and one in Mandala, Jalandhar — the Sutlej breaches have escalated to a point where thousands of villagers are forced to spend nights on rooftops.",/news/punjab/rainfall-subsides-rivers-still-swollen/820229.html
Flooded Ropar villages left high and dry,21 Aug 2019 | 6:51 AM,"ROPAR: Two days after floods played havoc across the district, the water has receded in a majority of areas while over a dozen villages are still inundated. This, however, has brought new challenges for people as well as the district administration.",/news/punjab/flooded-ropar-villages-left-high-and-dry/820215.html
500 acres inundated in Fazilka; water rising,21 Aug 2019 | 6:51 AM,FAZILKA: The paddy and moong crop along the bed and the creek of the swollen Sutlej has submerged around 500 acres in Fazilka district.,/news/punjab/500-acres-inundated-in-fazilka-water-rising/820212.html
Residents on edge,21 Aug 2019 | 6:51 AM,"GIDDERPINDI (JALANDHAR): Flooded due to the swollen Sutlej, villages in Jalandhar and Kapurthala are still grappling with monsoon fury. Besides the villages where breaches took place — Mandala and Janian Chahar villages in Shahkot subdivision of Jalandhar and Sarupwal village of Kapurthala — around",/news/punjab/residents-on-edge/820209.html
"Punjab rain loss Rs 1,700 crore",21 Aug 2019 | 6:55 AM,"CHANDIGARH:As more water was released from the floodgates of Bhakra Dam, Punjab grappled with the downstream flow of water and the havoc it is causing in the state.",/news/punjab/punjab-rain-loss-rs-1-700-crore/820174.html
"Displaced, Ferozepur residents demand permanent solution",21 Aug 2019 | 6:51 AM,FEROZEPUR: Uncertainty and unrest prevailed amid in several villages situated along the Sutlej in this border district as the overflowing river continued to pose a threat to human life and property.,/news/punjab/displaced-ferozepur-residents-demand-permanent-solution/820167.html
"Few civil engineers, dept ill-equipped to tackle floods",20 Aug 2019 | 6:59 AM,"CHANDIGARH:With the state reeling under a flood crisis, the Irrigation Department, which is responsible for taking flood-control measures, seems to be non-serious on the issue as over half of its technical staff posted in the field is unqualified to do deal with the problem.",/news/punjab/few-civil-engineers-dept-ill-equipped-to-tackle-floods/819852.html
Standing crops hit; farmers seek damages,20 Aug 2019 | 6:59 AM,LUDHIANA:Incessant rains in the last few days have thrown life out of gear in the region.,/news/punjab/standing-crops-hit-farmers-seek-damages/819846.html
"Punjab on edge, rivers in spate",20 Aug 2019 | 6:55 AM,"CHANDIGARH:As Punjab struggled to brace the onslaught of water from the swollen Sutlej and its tributaries, breaching river protection at several places and inundating hundreds of acres of agricultural land, the state government today declared the flood situation a natural calamity.",/news/punjab/punjab-on-edge-rivers-in-spate/819828.html
Army roped in for help in Ferozepur,20 Aug 2019 | 6:59 AM,"FEROZEPUR:Alarmed over the continuous rise in the Sutlej water level, three columns of the Army have been roped in for assisting the flood-protection measures along the Hussainiwala headworks.",/news/punjab/army-roped-in-for-help-in-ferozepur/819827.html
70-ft breach in Sutlej adds to misery; rescue ops on,20 Aug 2019 | 6:59 AM,BHOLEWAL QADIM (LUDHIANA):A 70-ft-long breach in the Dhussi bundh of the Sutlej at Bholewal Qadim village of Ludhiana district flooded nearby areas in the wee hours of Monday.,/news/punjab/70-ft-breach-in-sutlej-adds-to-misery-rescue-ops-on/819818.html
"CM orders girdawari, Rs 100-cr relief",20 Aug 2019 | 6:59 AM,ROPAR:Chief Minister Capt Amarinder Singh on Monday ordered a special girdawari to assess the loss suffered by farmers and announced,/news/punjab/cm-orders-girdawari-rs-100-cr-relief/819814.html
Capt Amarinder earmarks Rs 100 cr for flood relief,19 Aug 2019 | 5:20 PM,"RUPNAGAR: Punjab Chief Minister Amarinder Singh announced on Monday that his government would earmark Rs 100 crore for flood relief, as reports of large-scale damage to property continues to trickle in from the various parts of the state.",/news/punjab/capt-amarinder-earmarks-rs-100-cr-for-flood-relief/819785.html
Ropar DC gives his number to distressed elderly woman in flood-affected area,19 Aug 2019 | 5:16 PM,"CHANDIGARH: In flood-affected Ropar, Deputy Commissioner Sumeet Jarangal went beyond the call of duty as he gave a distressed elderly woman—whose ‘kuccha’ house was washed by water—his contact number.",/news/punjab/ropar-dc-gives-his-number-to-distressed-elderly-woman-in-flood-affected-area/819784.html
"Flooding in several areas of Punjab, CM orders girdawari in Ropar",19 Aug 2019 | 9:41 AM,"JALANDHAR: There was a flood-like situation as a major breach was reported in the Dhussi bundh at four places in Bholewal, Meowal and two other places near Phillaur.",/news/punjab/flooding-in-several-areas-of-punjab-cm-orders-girdawari-in-ropar/819731.html
Cops told to set up helpdesks in Fazilka,19 Aug 2019 | 7:14 AM,"Fazilka: The administration has sounded a flood alert in the district. So far, Fazilka has recorded minimum rainfall in the state but the residents have been suffering as water from other areas flows into the low-lying district, which wreaks havoc in villages situated along the Sutlej.",/news/punjab/cops-told-to-set-up-helpdesks-in-fazilka/819608.html
"Delay in rape attempt FIR, 4 women SIs suspended",19 Aug 2019 | 6:50 AM,"FATEHGARH SAHIB: Senior Superintendent of Police (SSP) Amneet Kondal has suspended SI Sandeep Kaur, Fatehgarh Sahib Sub Division, SI Shakunt Chaudhary, Bassi Pathana Sub Division, SI Amarpal Kaur, Amloh Sub Division, and SI Amandeep Brar, Khamano Sub Division.",/news/punjab/delay-in-rape-attempt-fir-4-women-sis-suspended/819452.html
"Pull up socks, Abohar SDM tells officials",19 Aug 2019 | 6:50 AM,"ABOHAR: As excess water released from Bhakra Dam was likely to affect the Gang canal that passes through Abohar, Sub-Divisional Magistrate Poonam Singh on Sunday held an emergency meeting with the officials of the Irrigation, Drainage, Sanitation, Sewerage and Education Departments to ensure the re",/news/punjab/pull-up-socks-abohar-sdm-tells-officials/819449.html
No plan in place to  tackle floods: SAD,19 Aug 2019 | 6:50 AM,"ABOHAR: Terming the flood control measures a farce, Akali Dal chief and Ferozepur MP Sukhbir Singh Badal on Sunday lambasted the Congress government, saying the situation had exposed the government’s lack of preparedness.",/news/punjab/no-plan-in-place-to-tackle-floods-sad/819448.html
"Chief Secy meets DCs, demands ground report",19 Aug 2019 | 6:50 AM,"CHANDIGARH: As more spillage was reported from the Bhakra Dam on Sunday, the state government’s Disaster Management Group held a meeting to review the situation.",/news/punjab/chief-secy-meets-dcs-demands-ground-report/819447.html
Naggal dam breach causes flash flood,19 Aug 2019 | 6:38 AM,"MOHALI: A major breach in Naggal earthen dam, located in the forest area opposite New Chandigarh, caused flash flood in the area, which resulted in washing away of at least 15 head of cattle, six houses and around four-five bridges at Chotti Naggal, Badi Naggal, Parol, Mirzapur and nearby villages.",/news/punjab/naggal-dam-breach-causes-flash-flood/819444.html
"Jalandhar villagers caught unawares, blame authorities",19 Aug 2019 | 6:38 AM,JALANDHAR: The flood-like situation in the district has triggered evacuation in 85 villages.,/news/punjab/jalandhar-villagers-caught-unawares-blame-authorities/819441.html
"52 low-lying Ferozepur areas inundated, shifting ordered",19 Aug 2019 | 6:38 AM,"FEROZEPUR: The incessant rains, which lashed the region during the past few days, combined with the discharge of excess water in Sutlej, has raised the water level in the river and also the anxiety and unrest in thousands of people belonging to border villages situated along the bank of the Sutlej.",/news/punjab/52-low-lying-ferozepur-areas-inundated-shifting-ordered/819439.html
IMD says rain will weaken in 24 hours,18 Aug 2019 | 4:33 PM,NEW DELHI: The Indian Meteorological Department said rain will weaken in the region in 24 hours—a development that comes as a relief for several states in the north that have reported heavy flooding.,/news/punjab/imd-says-rain-will-weaken-in-24-hours/819318.html
"Flood threat rises in Punjab, Haryana; authorities go into huddle",19 Aug 2019 | 6:51 AM,CHANDIGARH/ROPAR: Several places in Punjab and Haryana reported floods on Sunday after continuous rain battered the region. Three members of a family were killed when the roof of their house collapsed following heavy rain in Aol village near Khanna town.,/news/punjab/flood-threat-rises-in-punjab-haryana-authorities-go-into-huddle/819286.html
Flood alert as Sutlej water enters villages,18 Aug 2019 | 6:56 AM,"ANANDPUR SAHIB: A day after floodgates of Bhakra Dam were opened due to increase in the water level in the reservoir and forecast of downpour in the catchment area, the Sutlej water flooded fields of nearly a dozen villages.",/news/punjab/flood-alert-as-sutlej-water-enters-villages/819020.html
Threat looms over 85 Jalandhar villages,18 Aug 2019 | 6:56 AM,"JALANDHAR: With 40,000 cusecs of water released from the Bhakra Dam on Friday, a high alert has been sounded in 85 villages of the district by the banks of the Sutlej in view of the simultaneous constant rains.",/news/punjab/threat-looms-over-85-jalandhar-villages/819014.html
"Level in Pong Dam below average, more rain won’t harm",18 Aug 2019 | 6:56 AM,"CHANDIGARH: While the forecast of heavy rains in the region over the next few days poses a risk to life and property, it is also welcome news to the water management authorities as far as the Pong Dam is concerned.",/news/punjab/level-in-pong-dam-below-average-more-rain-won-t-harm/819013.html
Punjab on alert as more Bhakra water on way,18 Aug 2019 | 6:33 AM,"CHANDIGARH: With heavy rains forecast in the region and the Bhakra Dam reservoir in Himachal Pradesh nearing its peak storage capacity, more water than usual is expected to be released from the dam.",/news/punjab/punjab-on-alert-as-more-bhakra-water-on-way/818918.html
Torrential rain lashes northern states; alert sounded in Punjab,17 Aug 2019 | 11:15 AM,"SHIMLA/JAIPUR: Heavy rain lashed northern states on Saturday, with an alert sounded in Punjab following release of excess water from Bhakra dam and the Chambal river in Rajasthan flowing 12 metre above the danger mark, while normalcy was slowly returning to flood-ravaged Kerala, where so far 113 pe",/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html
"40,000 cusecs water released from Bhakra dam, people living near Sutlej to remain alert",16 Aug 2019 | 9:14 PM,"JALANDHAR: Authorities on Friday asked people living near Sutlej river and low-lying areas in Jalandhar district to remain alert after 40,000 cusecs water was released from Bhakra dam, a senior official said.",/news/punjab/40-000-cusecs-water-released-from-bhakra-dam-people-living-near-sutlej-to-remain-alert/818430.html
Release compensation to flood-hit: Dhindsa,05 Aug 2019 | 7:07 AM,"SANGRUR:Even after thousands of acres of standing crops was destroyed after a breach in the Ghaggar last month, the authorities concerned are yet to take action to strengthen the river embankments.",/news/punjab/release-compensation-to-flood-hit-dhindsa/813067.html
"Letters of love & longingness to Lahore, from India",05 Aug 2019 | 7:07 AM,"CHANDIGARH: At a time when Indo-Pak relations are at one of the lowest ebbs, a unique movement for friendship has begun ahead of the anniversary of the Partition, with a number of Punjabis writing letters, addressed to the Lahore post office, with a message of love and peace.",/news/punjab/letters-of-love-longingness-to-lahore-from-india/812964.html
Rain floods Abohar village,04 Aug 2019 | 6:41 AM,"ABOHAR: Incessant rain hit Ruherianwali village of Balluana segment near the Abohar-Fazilka highway last night. It has created a flood-like situation in the village, which has been battling waterlogging caused by the alleged faulty canal designing for the past decade.",/news/punjab/rain-floods-abohar-village/812449.html
Sukhbir defending dera men in sacrilege cases: Khaira,31 Jul 2019 | 7:08 AM,"CHANDIGARH: Sukhpal Singh Khaira, Bholath MLA and president of Punjab Ekta Party (PEP), on Tuesday alleged that SAD chief Sukhbir Badal ditched the Sikhs under BJP pressure and took a U-turn on his stand on the CBI closure report in three sacrilege cases.",/news/punjab/sukhbir-defending-dera-men-in-sacrilege-cases-khaira/810407.html
"Dhindsa urges Centre, Punjab gov to provide compensation to Ghaggar flood-hit",30 Jul 2019 | 8:41 PM,NEW DELHI: Rajya Sabha MP SS Dhindsa on Tuesday urged the Centre and state government to compensate residents who were affected by floods due to the breach along the Ghaggar river.,/news/punjab/dhindsa-urges-centre-punjab-gov-to-provide-compensation-to-ghaggar-flood-hit/810300.html
Ludhiana cycle valley to be operational by 2022,29 Jul 2019 | 7:12 AM,CHANDIGARH: The state government will establish a high-tech cycle valley spread over 383 acres in Dhanansu village of Ludhiana district as part of its efforts to bolster the industrial sector and create jobs.,/news/punjab/ludhiana-cycle-valley-to-be-operational-by-2022/809300.html
"Abohar areas flooded, BJP slams administration",28 Jul 2019 | 6:41 AM,ABOHAR: Local residents today claimed that no sincere efforts have been made by the Punjab Water Supply and Sewerage Board and the local Municipal Council to pump out dirty water from their colonies for the past seven days.,/news/punjab/abohar-areas-flooded-bjp-slams-administration/808843.html
"Khalsa Aid serves ration to over 4,000 flood victims in Assam",24 Jul 2019 | 12:13 PM,"CHANDIGARH: Assam has been battling a flood crisis, and Khalsa Aid India are here to help. The good Samaritans have reached Assam and are trying to provide ration to 4,000 people.",/news/punjab/khalsa-aid-serves-ration-to-over-4-000-flood-victims-in-assam/807098.html
Ghaggar flood: Capt urges Haryana to join hands; says relief after survey,23 Jul 2019 | 3:20 PM,SANGRUR/PATIALA: CM Capt Amarinder Singh said he would meet central ministers and officials to press for reinforcement of the embankments of the Ghaggar that had developed a breach.,/news/punjab/ghaggar-flood-capt-urges-haryana-to-join-hands-says-relief-after-survey/806555.html
Decide petition on changed course of Beas: High Court,23 Jul 2019 | 6:55 AM,"CHANDIGARH: Acting on a petition filed in public interest alleging that the Beas had unnaturally changed its course by about 2 km resulting in loss of about 2,500 acres of cultivable land due to illegal mining and illegal extension of boundaries of a dera, the Punjab and Haryana High Court today di",/news/punjab/decide-petition-on-changed-course-of-beas-high-court/806123.html
Amarinder to conduct aerial survey of Punjab’s flood-hit areas on Tuesday,22 Jul 2019 | 9:05 PM,CHANDIGARH: Punjab Chief Minister Amarinder Singh will conduct an aerial survey of the flood-affected areas of the state’s Sangrur and Patiala districts on Tuesday.,/news/punjab/amarinder-to-conduct-aerial-survey-of-punjab-s-flood-hit-areas-on-tuesday/806064.html
Ministers visit rain-hit areas,22 Jul 2019 | 6:59 AM,"CHANDIGARH/NANGAL: Reviewing the relief works at rainfall-hit areas in Patiala and Sangrur districts, Punjab Water Resources Minister Sukhbinder Singh Sarkaria today said the government would soon end the flood menace of the Ghaggar, which created havoc in these two districts during monsoon.",/news/punjab/ministers-visit-rain-hit-areas/805537.html
"Over 22,000 acres flooded in Muktsar",21 Jul 2019 | 6:46 AM,"MUKTSAR: A large number of farmers, belonging to 58 villages of Muktsar district, would be unable to reap any crop this season as rainwater has inundated fields in 22,862 acres.",/news/punjab/over-22-000-acres-flooded-in-muktsar/805106.html
"Cotton on 6,500 hectares inundated",20 Jul 2019 | 7:00 AM,"BATHINDA:Following the heavy spell of rainfall in the region this week, farm leaders are claiming huge losses to cotton and paddy crops while seeking immediate ‘girdawari’ followed by adequate relief to the farming community.",/news/punjab/cotton-on-6-500-hectares-inundated/804780.html
"Rain water enters Muktsar villages, locals blame admn",19 Jul 2019 | 7:01 AM,MUKTSAR: The recent rain has caused damage to paddy and cotton crops and green fodder in the district. Some people from Model Town area and Udekaran village have moved to safer locations.,/news/punjab/rain-water-enters-muktsar-villages-locals-blame-admn/804083.html
"Breach in Ghaggar floods 3,000 acres of paddy fields",19 Jul 2019 | 7:01 AM,SANGRUR: Flood threat looms large over many villages and Moonak town in the district as the 25-ft-wide breach in ghaggar near Phullad village widened to nearly 60 ft this morning.,/news/punjab/breach-in-ghaggar-floods-3-000-acres-of-paddy-fields/804079.html
Ghaggar threat abates in Patiala,18 Jul 2019 | 6:55 AM,"PATIALA/SANGRUR: The water level in the Ghaggar has dropped below the danger mark at the Sarhala head over low influx from upper regions, including Bhankharpur.",/news/punjab/ghaggar-threat-abates-in-patiala/803584.html
Paddy crop on hundreds of acres submerged in Moga villages,16 Jul 2019 | 3:24 PM,SANGHERA: Hundreds of acres of standing paddy crop and green fodder have been submerged in many villages located inside the dhusi bandh of Sutlej river in Dharamkot sub-division of Moga district as the water level rose due to rain in the past 24 hours.,/news/punjab/paddy-crop-on-hundreds-of-acres-submerged-in-moga-villages/802986.html
Ghaggar crosses danger mark in Patiala; flood-like situation in Bathinda,16 Jul 2019 | 9:33 AM,BATHINDA/PATIALA: Incessant rainfall throughout the night on Tuesday flooded adjoining areas of Ghaggar river in Patiala.,/news/punjab/ghaggar-crosses-danger-mark-in-patiala-flood-like-situation-in-bathinda/802957.html
"Ghaggar touches danger mark, flood threat looms over Patiala",16 Jul 2019 | 6:48 AM,"PATIALA: After moderate to heavy rainfall in Punjab and Chandigarh region over the past three days, the water level of the Ghaggar has touched the danger mark of 16 feet in Patiala.",/news/punjab/ghaggar-touches-danger-mark-flood-threat-looms-over-patiala/802558.html
"Visa-free travel for 5,000 pilgrims daily",15 Jul 2019 | 6:51 AM,"WAGAH: Pakistan and India today agreed on allowing yearlong, visa-free access to Kartarpur Sahib Gurdwara for 5,000 pilgrims every day. As part of the agreement reached at the second round of official-level talks at Wagah, Overseas Citizenship of India (OCI) cardholders will be allowed to use the c",/news/punjab/visa-free-travel-for-5-000-pilgrims-daily/802215.html
No flood threat as Pak agrees to build bridge,15 Jul 2019 | 7:28 AM,"With Pakistan finally agreeing to construct a 300-m-long bridge instead of a causeway till the International Border (IB), the threat of floods in Dera Baba Nanak town and its adjoining areas has subsided.",/news/punjab/no-flood-threat-as-pak-agrees-to-build-bridge/802075.html
Maize growers opt for drip irrigation,10 Jul 2019 | 6:55 AM,"MOGA: With the state government promoting drip irrigation for cotton, maize and horticultural crops to conserve groundwater, at least 68 farmers in Moga district have shown interest in cultivating maize using this technique this year.",/news/punjab/maize-growers-opt-for-drip-irrigation/799660.html
"70% work done in Pak, India lagging: Minister",09 Jul 2019 | 6:44 AM,"CHANDIGARH: Cooperation and Jails Minister Sukhjinder Singh Randhawa claimed that Pakistan had completed more than 70 per cent of work, while India was still lagging behind with just about 30 per cent completion.",/news/punjab/70-work-done-in-pak-india-lagging-minister/799175.html
Flood fear looms large in villages along Ghaggar,08 Jul 2019 | 7:02 AM,"PATIALA: Before the onset of every monsoon, villagers residing along the banks of the Ghaggar, a seasonal river, ensure that they have enough stock of ration and drinking water in case of floods.",/news/punjab/flood-fear-looms-large-in-villages-along-ghaggar/798588.html
"Pak firm on causeway, likely to push deadline",05 Jul 2019 | 6:54 AM,"GURDASPUR: The Pakistan government’s insistence on constructing a causeway, instead of a bridge, on its side as a part of the Kartarpur corridor project may indefinitely push back the October 31 deadline to complete the project.",/news/punjab/pak-firm-on-causeway-likely-to-push-deadline/797199.html
Pak corridor road is not all-weather?,23 Jun 2019 | 6:32 AM,"NEW DELHI:While work on the Indian side of the much-awaited Kartarpur corridor is likely to be completed ahead of the October 31 deadline, officials today indicated the pilgrimage on the Pakistan side may see seasonal interruptions given the kind of infrastructure being raised there.",/news/punjab/pak-corridor-road-is-not-all-weather/791587.html
Kin of 7 martyrs get jobs on compassionate grounds,14 Jun 2019 | 6:50 AM,"CHANDIGARH: Family members of seven martyrs belonging to Punjab, including an officer, have been given compassionate appointments in various state government departments under the honour and gratuity scheme.",/news/punjab/kin-of-7-martyrs-get-jobs-on-compassionate-grounds/787429.html
Punjab govt to give jobs to relatives of 7 armed forces personnel killed in line of duty,13 Jun 2019 | 10:29 PM,"CHANDIGARH: The Punjab Government has decided to give jobs to the dependents of seven armed forces personnel killed in the line of duty, a spokesperson said on Thursday.",/news/punjab/punjab-govt-to-give-jobs-to-relatives-of-7-armed-forces-personnel-killed-in-line-of-duty/787411.html
"India, Pak officials hold technical meeting on Kartarpur corridor",16 Apr 2019 | 4:02 PM,LAHORE: Pakistan and India held a technical meeting to discuss the modalities for the corridor linking the gurdwara in Kartarpur to Dera Baba Nanak shrine in Gurdaspur.,/news/punjab/india-pak-officials-hold-technical-meeting-on-kartarpur-corridor/759230.html
Kartarpur corridor: Villagers in Pak demand compensation for their land,20 Mar 2019 | 5:19 PM,"LAHORE: As Pakistan and India discuss the alignment of the Kartarpur corridor, some 600 villagers who are facing “forcible eviction” due to the project say they will block the development work if denied compensation of their land on commercial rates.",/news/punjab/kartarpur-corridor-villagers-in-pak-demand-compensation-for-their-land/746196.html
Refund Rs 37 crore to contractors: HC tells state,26 Feb 2019 | 6:57 AM,"CHANDIGARH: The Punjab and Haryana High Court today directed the state to refund approximately Rs 37 crore to contractors declared successful bidders in auction of minor minerals, but unable to start operations following cancellation of environmental clearance by the State Environment Impact Assess",/news/punjab/refund-rs-37-crore-to-contractors-hc-tells-state/734685.html
"Water bus to be replaced with shikaras at Harike, says Sidhu",03 Feb 2019 | 6:39 AM,"JALANDHAR: With the state government set to start proceedings to terminate the amphibious bus contract at Harike, the Tourism Department is mulling a plan to introduce Kashmir-style shikaras in the 4,100 hectares of wetland there.",/news/punjab/water-bus-to-be-replaced-with-shikaras-at-harike-says-sidhu/722858.html
Sidhu set to replace Sukhbir’s 'gharukas' with shikaras at Harike,02 Feb 2019 | 12:15 PM,"JALANDHAR: With the government set to start proceedings to terminate the water bus contract at Harike, the Tourism Department is mulling introducing shikaras in the wetland.",/news/punjab/sidhu-set-to-replace-sukhbir-s-gharukas-with-shikaras-at-harike/722784.html
Test all Punjab hand pumps for arsenic: Study,02 Jan 2019 | 1:56 AM,"NEW DELHI: A blanket testing of hand pumps/tube wells, especially private ones, should be the first step in dealing with public health issues due to arsenic exposure in Punjab, a recent study on the Indus Basin region, covering Indian as well as Pakistani areas, has said.",/news/punjab/test-all-punjab-hand-pumps-for-arsenic-study/707473.html
Gharials at home in Beas: Survey,26 Nov 2018 | 1:12 AM,"PATIALA: Almost a year after they were first released into the Beas, gharials have “finally adapted to the new surroundings”.",/news/punjab/gharials-at-home-in-beas-survey/688992.html
US-based NGO ready with design,25 Nov 2018 | 1:20 AM,"GURDASPUR: Even as people of both India and Pakistan are awaiting infrastructural details of the proposed Kartarpur Sahib corridor, a US-based NGO, United Sikh Mission (USM), got prepared its design way back in 2011, after sending architects and engineers to the site.",/news/punjab/us-based-ngo-ready-with-design/688518.html
Two HC judges to be sworn in today,16 Nov 2018 | 1:36 AM,"Chandigarh: Two days after the President appointed Lalit Batra and Arun Kumar Tyagi as Additional Judges of the Punjab and Haryana High Court, Chief Justice Krishna Murari will administer oath of office to them on Friday.",/news/punjab/two-hc-judges-to-be-sworn-in-today/683811.html
