level_0,index,date,source,sentence,topic
3401,3437,2008-09-21,https://reliefweb.int/node/281535,- 189 cattle camps are opened in the affected areas in which about 54230 animals accommodated,agri
3402,3438,2008-09-21,https://reliefweb.int/node/281535,- 3490 cattle/livestock are reported to have been perished,agri
3403,3439,2008-09-21,https://reliefweb.int/node/281535,- 119858 ha cropped areas has been damaged,agri
3404,3440,2008-09-21,https://reliefweb.int/node/281535,- 3923 cattle livestock have been perished so far,agri
3405,3441,2008-09-20,https://reliefweb.int/node/281294,- 1194 ha crop area has also been damaged so far,agri
3406,3442,2008-09-20,https://reliefweb.int/node/281294,- about 240 cattle livestock have been perished so far,agri
3407,3443,2008-09-20,https://reliefweb.int/node/281294,- 766 cattle livestock have been perished so far,agri
3408,3444,2008-09-20,https://reliefweb.int/node/281294,- in 161 cattle camps about 54230 animals accommodated,agri
3409,3445,2008-09-20,https://reliefweb.int/node/281294,- 3489 cattle/livestock are reported to have been perished,agri
3410,3446,2008-09-20,https://reliefweb.int/node/281294,- 119858 ha cropped areas has been damaged,agri
3411,3447,2008-09-20,https://reliefweb.int/node/281294,- 3923 cattle livestock have been perished so far,agri
3412,3448,2008-09-09,https://reliefweb.int/node/279984,"consolidated report on india floods  situation according to the updated report of the disaster management division of the ministry of home affairs, so far, incessant rains and flash floods have engulfed 1906 human lives, affected a population of 199,69326, estimated livestock loss is 19940 and demolished/damaged 583255 houses in 13634 villages of 117 districts across the country",agri
3413,3449,2008-09-07,https://reliefweb.int/node/279521,- in 100 cattle camps about 15180 animals accommodated,agri
3414,3450,2008-09-07,https://reliefweb.int/node/279521,- 3312 cattle/livestock have been perished so far,agri
3415,3451,2008-09-07,https://reliefweb.int/node/279521,- 119858 ha cropped areas has been damaged,agri
3416,3452,2008-09-07,https://reliefweb.int/node/279521,- 3920 cattle livestock have been perished so far,agri
3417,3453,2008-09-06,https://reliefweb.int/node/280844,- 100 cattle camps are opened in the affected areas in which about 15160 animals accommodated,agri
3418,3454,2008-09-06,https://reliefweb.int/node/280844,- 3312 cattle/livestock are reported to have been perished,agri
3419,3455,2008-09-06,https://reliefweb.int/node/280844,- 119858 ha cropped areas has been damaged,agri
3420,3456,2008-09-06,https://reliefweb.int/node/280844,- 3920 cattle livestock have been perished so far,agri
3421,3457,2008-09-03,https://reliefweb.int/node/278859,"according to government figures, vast areas of agricultural land have been inundated and a large number of houses have collapsed or been destroyed (597,000 houses have been fully damaged while 418,497 houses have been partially damaged)",agri
3422,3458,2008-09-03,https://reliefweb.int/node/278859,"a total of 223,446 houses (temporary and permanent) have been destroyed and 13,550 cattle have 2 been lost",agri
3423,3459,2008-09-03,https://reliefweb.int/node/278859,the total land under crops that has been damaged is 0.14 million hectares,agri
3424,3460,2008-09-03,https://reliefweb.int/node/278859,the government and other civil agencies have set up almost 20 animal camps for protecting cattle and 40 medical centres for providing immediate medical aid to the affected people,agri
3425,3461,2008-09-03,https://reliefweb.int/node/278859,"district authorities have so far distributed dry ration (including 38,100 kilograms of beaten rice, 8,000 kilograms of jaggery and 5,000 kilograms of gram powder) and 60,584 bed-sheets",agri
3426,3462,2008-09-03,https://reliefweb.int/node/278859,"in addition, 33 medical centres for the affected population and 33 cattle camps have been set up",agri
3427,3463,2008-09-03,https://reliefweb.int/node/278859,"a total of 184,132 hectares of cropped land has been affected",agri
3428,3464,2008-09-03,https://reliefweb.int/node/278859,"approximately 3.7 million people have been affected and 119,852 hectares of cropped land has been destroyed",agri
3429,3465,2008-09-01,https://reliefweb.int/node/278555,- in 98 cattle camps about 4000 animals accommodated and 8014 animals have been given treatment,agri
3430,3466,2008-09-01,https://reliefweb.int/node/278555,- 903 cattle/livestock have been perished so far,agri
3431,3467,2008-09-01,https://reliefweb.int/node/278555,"- 1,84,132 acres cropped area has been damaged",agri
3432,3468,2008-09-01,https://reliefweb.int/node/278555,"- 86 cattle and 15,700 hens have been perished",agri
3433,3469,2008-09-01,https://reliefweb.int/node/278555,- in 4 cattle camps about 1775 cattle have been accommodated west bengal - heavy to very heavy rainfall with isolated extremely heavy falls has been reported in some parts of the state - 07 human deaths reported by the state during last 24 hours,agri
3434,3470,2008-09-01,https://reliefweb.int/node/278555,- 3920 cattle livestock have been perished so far,agri
3435,3471,2008-08-27,https://reliefweb.int/node/278134,- 59 cattle camps have been opened in the affected areas in which 715 animals have been treated,agri
3436,3472,2008-08-27,https://reliefweb.int/node/278134,- 3920 cattle livestock have been perished so far,agri
3437,3473,2008-08-26,https://reliefweb.int/node/278299,"- in 23 cattle camps, 546 animals have been treated",agri
3438,3474,2008-08-26,https://reliefweb.int/node/278299,- 86 cattle and 15700 hens have been perished,agri
3439,3475,2008-08-26,https://reliefweb.int/node/278299,"- 4 cattle camps opened in which about 1775 cattle have been accommodated - all army columns and engineer task forces deployed for rescue and relief operations in the state have been derequisitioned on 25th august, 2008",agri
3440,3476,2008-08-25,https://reliefweb.int/node/278295,- 15 cattle camps have been opened in the affected areas,agri
3441,3477,2008-08-24,https://reliefweb.int/node/278337,- 57 cattle and 15700 hens have been perished,agri
3442,3478,2008-08-24,https://reliefweb.int/node/278337,- 4 cattle camps opened in which about 1775 cattle have been accommodated - 04 army columns with 04 engineer task forces continued to be deployed for rescue and relief operations,agri
3443,3479,2008-08-24,https://reliefweb.int/node/278337,- 652 cattle/livestock are reported to have been perished,agri
3444,3480,2008-08-24,https://reliefweb.int/node/278337,- 15 cattle camps have been opened in the affected areas,agri
3445,3481,2008-08-23,https://reliefweb.int/node/278317,- 57 cattle and 15700 hens have been perished,agri
3446,3482,2008-08-22,https://reliefweb.int/node/278298,- 57 cattle and 15700 hens have been perished,agri
3447,3483,2008-08-22,https://reliefweb.int/node/278298,- 4 cattle camps opened in which about 1775 cattle have been accommodated - 01 army column and 01 etf each have been derequisitioned on 21.08.08 from ferozpur district,agri
3448,3484,2008-08-22,https://reliefweb.int/node/278298,- 05 cattle camps have also been opened in the affected areas,agri
3449,3485,2008-08-21,https://reliefweb.int/node/277451,- 47 cattle and 15700 hen have been perished,agri
3450,3486,2008-08-21,https://reliefweb.int/node/277239,"the situation is worse in remote areas, where over 2,000 thatched houses and 320 roads have been damaged and over 5,000 hectares of crops destroyed in koraput and jeypore sub-division, orissa",agri
3451,3487,2008-08-21,https://reliefweb.int/node/277239,"some 530,000 acres of land, including 200,000 cultivated acres, have been affected",agri
3452,3488,2008-08-21,https://reliefweb.int/node/277239,"the package of assistance and relief per family is planned as follows: food items (10 kg rice, 2 kg dal, 1 litre oil, ½ kg salt, ½ kg red chilli); and non-food items (men's wear, women's wear and blankets)",agri
3453,3489,2008-08-18,https://reliefweb.int/node/277023,- 23 cattle and 11700 hens have been perished and 50655 ha cropped area has been damaged,agri
3454,3490,2008-08-15,https://reliefweb.int/node/277055,- 188 cattle are reported to have been perished in the state so far,agri
3455,3491,2008-08-15,https://reliefweb.int/node/277055,- 344 cattle/livestock are reported to have been perished,agri
3456,3492,2008-06-16,https://reliefweb.int/node/270161,"india: assam reels under floods, orissa sounds alert  new delhi: as people, particularly farmers, cheered the early monsoons in north india, those in assam blamed it on the rain god as army was called out to rescue marooned people in the flood-hit state even as rain- related incidents claimed over 10 lives elsewhere",agri
3457,3493,2007-08-18,https://reliefweb.int/node/240663,- 341 cattle camps continue to run in the affected districts of the state,agri
3458,3494,2007-08-17,https://reliefweb.int/node/240777, - several low lying areas and agricultural fields are reported to be inundated by 2 to 5 feet deep water,agri
3459,3495,2007-08-17,https://reliefweb.int/node/240777,- 341 cattle camps continue to run in the affected districts of the state,agri
3460,3496,2019-09-19,https://www.tribuneindia.com/news/punjab/flood-leaves-white-layer-in-fields-of-muktsar/834669.html,"similarly, the government will give a compensation of rs 95,000 against house damage",house
3461,3497,2019-09-14,https://www.tribuneindia.com/news/punjab/jalandhar-kapurthala-losses-pegged-at-rs-526-cr/832145.html," in jalandhar, the divisional commissioner and deputy commissioner sought compensation of rs 224 crore for agricultural losses, rs 78.25 lakh for loss of animals and provision of fodder, rs 15 crore for damage to more than 3,000 houses in 29 villages, rs 20 crore for plugging breaches and for further strengthening embankments, rs 7 crore for repair of the 83-km link road, rs 1.50 crore for repair of 15 down feeders, 200 transformers and a 66-kv sub-station at mehrajwala besides rs 1 crore for the repair of water works in flood-affected villages",house
3462,3498,2019-09-14,https://www.tribuneindia.com/news/punjab/jalandhar-kapurthala-losses-pegged-at-rs-526-cr/832145.html,"ush({ });  in kapurthala, crop losses have been pegged at rs 160 crore which includes rs 60 crore for bandh repairs and rs 85 lakh for damaged roads and houses, including 1,618 cattle deaths",house
3463,3499,2019-09-14,https://www.tribuneindia.com/news/punjab/jalandhar-kapurthala-losses-pegged-at-rs-526-cr/832145.html," telling numbers  total loss  rs 526 crore  total land submerged 75,000 acres  total crop loss  rs 384 crore  breach/bandh repair   rs 80 crore  animal, fodder loss  rs 78.25 lakh damage to houses in jalandhar  rs 15 crore  link road repair (jalandhar)  rs 7 crore  ",house
3464,3500,2019-09-13,https://www.tribuneindia.com/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html,"tribune news service chandigarh/ropar, sept 12  a seven-member inter-ministerial central team, led by anuj sharma, joint secretary (cis), union ministry of home affairs, met the top brass of punjab government at the isb, mohali, on thursday",house
3465,3501,2019-09-13,https://www.tribuneindia.com/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html," according to a report submitted by the district administration, 46,300 residents in 182 villages were affected while standing crop on 11,580 acres and 313 houses were damaged completely",house
3466,3502,2019-09-13,https://www.tribuneindia.com/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html,"other than this, 27 buildings of government schools, dispensaries and community centres and nine bridges have been damaged",house
3467,3503,2019-09-13,https://www.tribuneindia.com/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html,"also, 366.60-km link roads and 91.77 km of plan roads have been washed away in the district",house
3468,3504,2019-09-12,https://www.tribuneindia.com/news/punjab/punjab-govt-centre-team-meet-to-discuss-flood-damage-in-11-districts/831226.html," about 900 houses were damaged, 630 completely washed away, causing a total loss of rs 6.26 crore",house
3469,3505,2019-09-12,https://www.tribuneindia.com/news/punjab/punjab-govt-centre-team-meet-to-discuss-flood-damage-in-11-districts/831226.html,"almost 2,871 km of link roads in villages, 417 km of highways and 75 bridges were washed away or damaged (loss rs 178.83 crore)",house
3470,3506,2019-09-09,https://www.tribuneindia.com/news/punjab/floods-hope-relations-washed-away/829761.html, the dreams of getting married and starting a new life had started taking shape on 19-year-old usha rani’s (name changed) mind when the family of the man she was getting married to came to their house and asked to finalise the date,house
3471,3507,2019-09-06,https://www.tribuneindia.com/news/punjab/central-team-to-visit-flood-affected-areas/828361.html,"chandigarh, september 5acceding to the request of cm capt amarinder singh, the union home ministry has deputed an inter-ministerial central team for a two-day visit to the state for an assessment of the situation in the wake of the recent floods",house
3472,3508,2019-09-06,https://www.tribuneindia.com/news/punjab/central-team-to-visit-flood-affected-areas/828361.html," a spokesperson of the cmo said the six-member team, led by ministry of home affairs joint secretary anuj sharma, would be visiting chandigarh on september 12",house
3473,3509,2019-09-03,https://www.tribuneindia.com/news/punjab/rs-4-lakh-for-kin-of-victims/826745.html," the kin of leela devi, a resident of sardarpura village, who got buried as the roof of her house had collapsed during incessant rain, have also been paid rs 4 lakh",house
3474,3510,2019-09-03,https://www.tribuneindia.com/news/punjab/khalsa-aid-women-team-reaches-out-to-villagers/826742.html,"aparna banerji tribune news service malsian (jalandhar), september 2  among the 100 volunteers slugging it out day and night to prepare 25-kg relief kits for punjab’s flood hit at the khalsa aid warehouse in malsian, there is only one woman relentlessly putting in her bit",house
3475,3511,2019-09-03,https://www.tribuneindia.com/news/punjab/khalsa-aid-women-team-reaches-out-to-villagers/826742.html,she is the lone woman in khalsa aid’s current warehouse team of 100 volunteers,house
3476,3512,2019-09-02,https://www.tribuneindia.com/news/punjab/ahead-of-sc-hearing-on-syl-capt-amarinder-meets-union-jalshakti-minister/826710.html," he said that the flood had caused damage to 1.72 lakh acres of crop, and destroyed some 500 houses",house
3477,3513,2019-09-02,https://www.tribuneindia.com/news/punjab/from-bundhs-villagers-keep-watch-on-homes/826301.html," raju, who shifted to mundi shehrian village three years ago, has lost his home and belongings in the flood",house
3478,3514,2019-09-02,https://www.tribuneindia.com/news/punjab/from-bundhs-villagers-keep-watch-on-homes/826301.html,"while mandeep spent eight days at the relief camp in lohian, worries for her house and belongings still left to be salvaged from the roof caused her to return",house
3479,3515,2019-09-01,https://www.tribuneindia.com/news/punjab/flood-fury-in-ropar-alone-46-300-hit-rs-152-cr-loss/825940.html," a report submitted by the district administration said 46,300 residents in 182 villages were affected, while standing crop on 11,580 acres and 313 houses were completely damaged",house
3480,3516,2019-09-01,https://www.tribuneindia.com/news/punjab/flood-fury-in-ropar-alone-46-300-hit-rs-152-cr-loss/825940.html," besides standing crop, 366.60-km link roads and 91.77-km plan roads had been washed away",house
3481,3517,2019-09-01,https://www.tribuneindia.com/news/punjab/flood-fury-in-ropar-alone-46-300-hit-rs-152-cr-loss/825940.html,"twenty-seven government buildings of schools, dispensaries and community centres, and nine bridges were damaged and rs 111 crore would be required to repair the infrastructure",house
3482,3518,2019-08-31,https://www.tribuneindia.com/news/punjab/report-ready-on-damage-to-roads/825351.html,"chandigarh, august 30  the public works department has prepared a preliminary damage assessment report regarding the roads, bridges and buildings falling under jurisdiction of the department, said an official spokesman",house
3483,3519,2019-08-31,https://www.tribuneindia.com/news/punjab/report-ready-on-damage-to-roads/825351.html," giving details, he said due to recent heavy rains and floods, approximately 1,450 km link roads, 420 km plan roads/national highways, 36 bridges and 36 buildings under jurisdiction of the department have been damaged",house
3484,3520,2019-08-31,https://www.tribuneindia.com/news/punjab/report-ready-on-damage-to-roads/825351.html,"most damage to link and plan roads was observed in rupnagar district wherein it is to the extent of 693.96 km and 123.1 km, respectively",house
3485,3521,2019-08-31,https://www.tribuneindia.com/news/punjab/report-ready-on-damage-to-roads/825351.html," around rs 95.50 crore is required for the repairs but the exact cost can be estimated only when the flood water recedes completely, he said, adding that the basic patchwork and repair of road breaches was underway",house
3486,3522,2019-08-29,https://www.tribuneindia.com/news/punjab/water-from-pak-inundates-fazilka-village/824265.html,he said two kutcha houses had also collapsed in the village,house
3487,3523,2019-08-28,https://www.tribuneindia.com/news/punjab/inter-ministerial-central-team-to-visit-punjab-to-assess-damage-by-floods/824234.html," people in several punjab districts, including jalandhar, kapurthala, ferozepur, rupnagar, moga, ludhiana, have lost their houses, belongings, and standing crops in the recent floods, which are said to be the worst since 1988",house
3488,3524,2019-08-28,https://www.tribuneindia.com/news/punjab/nambardar-union-to-give-rs-14-cr-to-cm-fund/823788.html,tns sanitation workers seek payabohar: around 165 regular sanitation workers of the municipal council continued their strike for the 14th day and organised a march through the main roads here,house
3489,3525,2019-08-28,https://www.tribuneindia.com/news/punjab/month-on-muktsar-farmers-await-special-girdawari/823774.html,"further, it has damaged nearly 225 houses in the district",house
3490,3526,2019-08-27,https://www.tribuneindia.com/news/punjab/schools-shelter-flood-hit-kids-skip-classes/823368.html,"  her house inundated, kiranjot kaur (14), a class viii student at government high school, chak wadala, jalandhar, is lodged in a relief camp at lohian village",house
3491,3527,2019-08-27,https://www.tribuneindia.com/news/punjab/out-of-job-daily-wagers-struggle-to-feed-family/823215.html,“i cannot even think of going back to my house for nearly two months,house
3492,3528,2019-08-27,https://www.tribuneindia.com/news/punjab/distress-calls-turn-pcr-into-flood-helpline/823214.html,"  2.07 pm, august 22, mundi village, jalandhar: “i am stuck on the rooftop of my house, which is surrounded by water",house
3493,3529,2019-08-26,https://www.tribuneindia.com/news/punjab/jitters-post-review/822848.html,"he often climbs atop one of the security towers installed by the bsf at the international border (ib) and is pleased at the progress of the work on the pakistan side, but the same is not true back home",house
3494,3530,2019-08-26,https://www.tribuneindia.com/news/punjab/jitters-post-review/822848.html,"municipal council president rakesh dhuria, association patron dr bhupinder singh, general secretary navdeep asija, environmentalist prem babbar and others felicitated residents of jattian mohalla and shakti nagar street number 2, baba namdev nagar, mr enclave and panchayat samiti green market",house
3495,3531,2019-08-26,https://www.tribuneindia.com/news/punjab/punjab-seeks-rs-1-000-cr-special-aid-from-centre/822847.html,"it was on capt amarinder’s request that the union home ministry, which grants special assistance, had decided to send teams to assess the damage in punjab along with 11 other states, he said",house
3496,3532,2019-08-26,https://www.tribuneindia.com/news/punjab/punjab-seeks-rs-1-000-cr-special-aid-from-centre/822847.html,"a person was feared drowned in the sutlej in fazilka while death of 176 cattle heads and damage to 161 houses had been reported from ropar, said officials",house
3497,3533,2019-08-25,https://www.tribuneindia.com/news/punjab/capt-amarinder-seeks-joint-action-plan-with-army-to-strengthen-tendiwala-embankment/822677.html,"  union home secretary, mr ajay bhalla has informed the state give that a central team to assess damage on account of floods would also be sent to punjab, along with 11 other flood ravaged states",house
3498,3534,2019-08-25,https://www.tribuneindia.com/news/punjab/amid-deluge-jalandhar-welcomes-flood-babies/822267.html,"her husband jaswinder singh, a marginal farmer, too thanked god but was yet to name his child as he was worried for his two-year-old daughter whom he had left with neighbours back home amid heavy rain and floods",house
3499,3535,2019-08-24,https://www.tribuneindia.com/news/punjab/cm-surprised-over-non-inclusion-of-punjab-in-list-for-flood-situation-assessment/822239.html,the imct was constituted by the home ministry following a decision taken at a high-level committee meeting on august 19,house
3500,3536,2019-08-23,https://www.tribuneindia.com/news/punjab/relief-camps-flooded/821455.html,"now, the administration plans to provide relief to the flood-hit at their houses through 18 relief teams",house
3501,3537,2019-08-23,https://www.tribuneindia.com/news/punjab/cemeteries-flooded-villagers-cremate-body-along-highway/821302.html,"ush({ });  with their pyjamas folded up to knees, the villagers said they carried the youth's body for over three kilometre through flooded streets and fields to reach a safe place to cremate him",house
3502,3538,2019-08-22,https://www.tribuneindia.com/news/punjab/water-continues-to-rise-so-do-fears/820859.html,"deepkamal kaur tribune news service janian chahal (jalandhar), august 21  marooned in their houses by the swollen sutlej, affected families at janian chahal, chak wadala and gatti peer baksh villages in the district today spent their fourth sleepless night stranded on rooftops, waiting for the water levels to recede",house
3503,3539,2019-08-22,https://www.tribuneindia.com/news/punjab/2-new-breaches-worsen-situation-in-jalandhar-kapurthala/820673.html," jalandhar deputy commissioner varinder kumar sharma said, “about 18,000 villagers are expected to be staying put at their ‘flooded’ homes today too",house
3504,3540,2019-08-21,https://www.tribuneindia.com/news/punjab/punjab-cm-writes-to-pm-for-rs-1000-crore-special-flood-relief-package/820655.html,"  he said though necessary assistance was given by the army authorities, the floods in river sutlej had severely damaged standing crops, houses and other rural and urban infrastructure at many places, especially in the districts of ropar, ludhiana, jalandhar and kapurthala covering over 100 villages",house
3505,3541,2019-08-21,https://www.tribuneindia.com/news/punjab/300-punjab-villages-badly-affected-by-floods/820611.html,"chandigarh, august 21more than 300 villages, mainly in punjab's ropar, jalandhar and ferozepur districts, were badly affected in floods by the satluj river, damaging crops in thousands of acres and forcing thousands of villagers to spend nights on rooftops",house
3506,3542,2019-08-21,https://www.tribuneindia.com/news/punjab/rainfall-subsides-rivers-still-swollen/820229.html,"tribune news service jalandhar, august 20  with three more breaches reported — two in kapurthala at tibbi (gidderpindi) and sarwal villages and one in mandala, jalandhar — the sutlej breaches have escalated to a point where thousands of villagers are forced to spend nights on rooftops",house
3507,3543,2019-08-21,https://www.tribuneindia.com/news/punjab/rainfall-subsides-rivers-still-swollen/820229.html,"villagers said in around 80-100 deras (field homes), residents had not been rescued",house
3508,3544,2019-08-21,https://www.tribuneindia.com/news/punjab/rainfall-subsides-rivers-still-swollen/820229.html," in lohian village alone, 700-800 persons had been stranded on rooftops with no tarpaulins or even clean drinking water",house
3509,3545,2019-08-21,https://www.tribuneindia.com/news/punjab/punjab-rain-loss-rs-1-700-crore/820174.html,"— tns  5,629 water supply schemes hit in hp  rains have claimed 63 lives in hp from june 1 to august 20 while the loss due to heavy rains and cloudbursts is estimated at rs 626 crore  as many as 5,629 water supply & irrigation schemes have been affected and 799 houses damaged",house
3510,3546,2019-08-21,https://www.tribuneindia.com/news/punjab/punjab-rain-loss-rs-1-700-crore/820174.html,"as many as 824 roads still remain closed the met office has predicted rains and thunderstorm in lower, mid and higher hills in the next six days from august 21 to august 26  hry flood-hit shifted  sonepat & karnal: 25 families evacuated in the two districts 11,000 acres submerged karnal fields: 7,100 acres of paddy, 3,000 of sugarcane and 900 acres of maize submerged 35 villages affected yamunanagar: standing crops on 1,972 hectares, 35 villages affected, as per initial reports",house
3511,3547,2019-08-21,https://www.tribuneindia.com/news/punjab/displaced-ferozepur-residents-demand-permanent-solution/820167.html," ndrf officials said they rescued and shifted more than 100 people to safer places, but at a few locations, the residents refused to come out of their houses and preferred to stay on rooftops",house
3512,3548,2019-08-20,https://www.tribuneindia.com/news/punjab/standing-crops-hit-farmers-seek-damages/819846.html,"“we had cultivated vegetables on 10 acres along the machhiwara-rattipur road, hoping to earn a livelihood for a year",house
3513,3549,2019-08-20,https://www.tribuneindia.com/news/punjab/punjab-on-edge-rivers-in-spate/819828.html,"— tns  fields inundated, bundhs breached 81 villages  flooded after bundhs breached at nine places in jalandhar  army called out in ferozepur to assist in rescue and relief operations 35 villages flooded in ropar; breaches in river embankments in ludhiana  over 1,000 roads closed  shimla 459mandi 314 kangra 191hamirpur 91",house
3514,3550,2019-08-20,https://www.tribuneindia.com/news/punjab/army-roped-in-for-help-in-ferozepur/819827.html,"    7 trains cancelled, two diverted        several trains were cancelled after water level crossed the danger mark along bridge no",house
3515,3551,2019-08-20,https://www.tribuneindia.com/news/punjab/70-ft-breach-in-sutlej-adds-to-misery-rescue-ops-on/819818.html,the water level at ladhowal bridge was recorded at 237.37 m at 3 pm while the danger mark is at 237.58 m,house
3516,3552,2019-08-20,https://www.tribuneindia.com/news/punjab/cm-orders-girdawari-rs-100-cr-relief/819814.html,"ush({ });  he also visited the indian institute of technology (iit), ropar, where the authorities have asked the students to go back to their homes for one week as three substations supplying power to the campus are submerged",house
3517,3553,2019-08-19,https://www.tribuneindia.com/news/punjab/capt-amarinder-earmarks-rs-100-cr-for-flood-relief/819785.html,"  captain amarinder also expressed grief over the death of three people due to roof collapse in ludhiana district, the statement said",house
3518,3554,2019-08-19,https://www.tribuneindia.com/news/punjab/ropar-dc-gives-his-number-to-distressed-elderly-woman-in-flood-affected-area/819784.html,"tribune web desk chandigarh, august 19  in flood-affected ropar, deputy commissioner sumeet jarangal went beyond the call of duty as he gave a distressed elderly woman—whose ‘kuccha’ house was washed away in the flood—his contact number",house
3519,3555,2019-08-19,https://www.tribuneindia.com/news/punjab/naggal-dam-breach-causes-flash-flood/819444.html,"akash ghai  tribune news service  mohali, august 18  a major breach in naggal earthen dam, located in the forest area opposite new chandigarh, caused flash flood in the area, which resulted in washing away of at least 15 head of cattle, six houses and around four-five bridges at chotti naggal, badi naggal, parol, mirzapur and nearby villages",house
3520,3556,2019-08-19,https://www.tribuneindia.com/news/punjab/jalandhar-villagers-caught-unawares-blame-authorities/819441.html," army rescues 2 men, cattle from sutlej  an army team deputed at nawanshahr saved two people, besides nine rearing animals, from the sutlej near mattewara bridge at begowal village of the district on sunday a migrant labourer living in a room in the fields of a farmer was stuck as the flow of river water increased suddenly",house
3521,3557,2019-08-18,https://www.tribuneindia.com/news/punjab/flood-alert-as-sutlej-water-enters-villages/819020.html,nearly 10 houses at dasgrain village were also inundated,house
3522,3558,2019-08-17,https://www.tribuneindia.com/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html," the body of a 17-year-old boy was found floating in the overflowing dam in himachal pradesh, where several roads were blocked following multiple landslides and flash floods",house
3523,3559,2019-08-17,https://www.tribuneindia.com/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html, a district administration official said nearly 12 roads are disconnected due to heavy rains and 40 villages are facing a flood-like situation,house
3524,3560,2019-08-17,https://www.tribuneindia.com/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html," people have started moving to their homes from relief camps in kerala, even as the toll climbed to 113, with authorities retrieving more bodies from landslide-hit malappuram and wayanad districts",house
3525,3561,2019-08-04,https://www.tribuneindia.com/news/punjab/rain-floods-abohar-village/812449.html,"residents said cracks had developed in some of the houses in mahindra colony, which is under 2-ft water",house
3526,3562,2019-07-29,https://www.tribuneindia.com/news/punjab/ludhiana-cycle-valley-to-be-operational-by-2022/809300.html, the minister said the cycle valley would be connected with the chandigarh-ludhiana national highway by constructing a 100-ft wide four-laned and 8.5-km long external road,house
3527,3563,2019-07-29,https://www.tribuneindia.com/news/punjab/ludhiana-cycle-valley-to-be-operational-by-2022/809300.html," besides, two and four-laned roads would come up at the cycle valley with regard to which tenders have been opened for technical and financial bids and the allotment of work was under process",house
3528,3564,2019-07-29,https://www.tribuneindia.com/news/punjab/ludhiana-cycle-valley-to-be-operational-by-2022/809300.html,spread over 383 acres   the cycle valley is coming up over 383 acres at dhanansu village in ludhiana district as part of govt’s efforts to bolster the industrial sector and create jobs the cycle valley will be connected with the chandigarh-ludhiana national highway by constructing a 100-ft wide four-laned and 8.5-km long external road the project involves an investment of  rs 300 crore basic infrastructure is expected to be put in place by march 2021 ,house
3529,3565,2019-07-24,https://www.tribuneindia.com/news/punjab/khalsa-aid-serves-ration-to-over-4-000-flood-victims-in-assam/807098.html,"at last count, 48.87 lakh people have been displaced from their homes.",house
3530,3566,2019-07-23,https://www.tribuneindia.com/news/punjab/ghaggar-flood-capt-urges-haryana-to-join-hands-says-relief-after-survey/806555.html," in moonak, the cm ordered the dc to pay immediate compensation to the  28 houses damaged, three of them completely, as a result of the  flooding",house
3531,3567,2019-07-23,https://www.tribuneindia.com/news/punjab/ghaggar-flood-capt-urges-haryana-to-join-hands-says-relief-after-survey/806555.html,he assured construction of 33 kucha houses that had been  damaged in the flooding,house
3532,3568,2019-07-23,https://www.tribuneindia.com/news/punjab/ghaggar-flood-capt-urges-haryana-to-join-hands-says-relief-after-survey/806555.html, amarinder also announced rs 60 lakh for rebuilding the bridge that  had been damaged at sirkapda village of ghanaur,house
3533,3569,2019-07-20,https://www.tribuneindia.com/news/punjab/cotton-on-6-500-hectares-inundated/804780.html," roofs of 4 more houses give way in abohar  abohar: after heavy rainfall for the past two days, roofs of four more houses collapsed here on thursday night",house
3534,3570,2019-07-19,https://www.tribuneindia.com/news/punjab/rain-water-enters-muktsar-villages-locals-blame-admn/804083.html," similarly, some residents of haraj village, said their village was the worst-hit in 2013 as the road link was snapped and they had remained isolated for days",house
3535,3571,2019-07-15,https://www.tribuneindia.com/news/punjab/visa-free-travel-for-5-000-pilgrims-daily/802215.html,"ush({ }); also read: no flood threat as pak agrees to build bridge  sources said two or three more rounds of talks would be needed to clinch the final agreement, especially on the bridge over the ravi creek, essential to make the pilgrimage an all-weather affair",house
3536,3572,2019-07-15,https://www.tribuneindia.com/news/punjab/visa-free-travel-for-5-000-pilgrims-daily/802215.html," pakistan has agreed in-principle to build the bridge at the earliest, said the ministry of external affairs, with india offering to make interim arrangements so that the corridor is operational when celebrations begin in november for the 550th birth anniversary of guru nanak",house
3537,3573,2019-07-15,https://www.tribuneindia.com/news/punjab/visa-free-travel-for-5-000-pilgrims-daily/802215.html,"sources say the modalities regarding 5,000 pilgrims daily and 10,000 on special occasions, the fee (india wants it free) and the issue of a bridge will be negotiated in the subsequent meetings",house
3538,3574,2019-07-15,https://www.tribuneindia.com/news/punjab/visa-free-travel-for-5-000-pilgrims-daily/802215.html,will meet deadlines: mha  october 31:  rs 500-cr passenger terminal complex at dera baba nanak to be completed september 30: four-lane road from gurdaspur-amritsar highway to zero point to be ready november: 550th birth anniversary of guru nanak dev is by when the govt wants infra to be in place ,house
