headline,date,caption,url
"Use direct paddy seeding to save water, suggests study",15 Jul 2019 | 7:28 AM,"MOGA: Pushing for sustainable agriculture practices, the Union Government is carrying out a study with the help of the state Agriculture Department in Moga and its adjoining districts to substantiate the worth of directly sowing paddy without puddling the fields.",/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html
‘Sherry knocked the wrong door’: Twitterati reacts to Sidhu’s resignation,14 Jul 2019 | 2:35 PM,"CHANDIGARH: After Navjot Singh Sidhu announced on Sunday that he was resigning from the Punjab Cabinet, Tweeple couldn’t hold back from commenting on the issue.",/news/punjab/-sherry-knocked-the-wrong-door-twitterati-reacts-to-sidhu-s-resignation/801998.html
Cases worth Rs 2.76 cr settled,14 Jul 2019 | 6:51 AM,CHANDIGARH: The Debts Recovery Tribunal held a Lok Adalat here on Saturday which settled cases amounting to Rs 2.76 crore.,/news/punjab/cases-worth-rs-2-76-cr-settled/801634.html
Drug complaint line flooded with calls in 2 days post launch,07 Jul 2019 | 6:39 AM,"CHANDIGARH: The state’s Food and Drug Administration (FDA), which launched a dedicated complaint number and e-mail address to report the sale of illicit drugs at medical stores, got flooded with calls within the first two days.",/news/punjab/drug-complaint-line-flooded-with-calls-in-2-days-post-launch/798224.html
"Pak firm on causeway, likely to push deadline",05 Jul 2019 | 6:54 AM,"GURDASPUR: The Pakistan government’s insistence on constructing a causeway, instead of a bridge, on its side as a part of the Kartarpur corridor project may indefinitely push back the October 31 deadline to complete the project.",/news/punjab/pak-firm-on-causeway-likely-to-push-deadline/797199.html
"Dargah in corridor way fake, removed",01 Jul 2019 | 7:03 AM,DERA BABA NANAK: The dargah spotted in the right of way (ROW) of the 3.6-km-long passage of the Kartarpur corridor has turned out to be fake.,/news/punjab/dargah-in-corridor-way-fake-removed/795215.html
"e-naksha goes offline, submit plans manually for time being",20 Jun 2019 | 7:06 AM,"CHANDIGARH:Flooded with complaints on technical snags delaying online approval of layout plans, Punjab’s Department of Local Bodies has allowed property owners to do so in person, at least for the time being.",/news/punjab/e-naksha-goes-offline-submit-plans-manually-for-time-being/790316.html
"35 km from capital, no road leads to Ropar’s Tanda",12 Jun 2019 | 6:56 AM,"ROPAR:Tanda village in Ropar block is hardly 35 km from the state capital, but has no road connectivity.",/news/punjab/35-km-from-capital-no-road-leads-to-ropar-s-tanda/786596.html
HC questions extension in service for employees,23 Mar 2019 | 7:24 AM,"CHANDIGARH: Flooded with petitions filed by employees seeking extension beyond the age of superannuation following amendment to the Service Rules, the Punjab and Haryana High Court has not only questioned the rationale behind the move but also given the state a week’s time to address the Bench on t",/news/punjab/hc-questions-extension-in-service-for-employees/746876.html
Coming to rescue of alma mater,25 Feb 2019 | 7:06 AM,GURDASPUR: There are numerous stories of Punjabis making it big abroad but there are some who also pay back to their motherland.,/news/punjab/coming-to-rescue-of-alma-mater/734242.html
Civil Hospital staff found absent,13 Feb 2019 | 6:59 AM,"Fatehgarh Sahib: During a surprise check at the Civil Hospital in Fatehgarh Sahib, 46 doctors and other paramedical staff members were found absent.",/news/punjab/civil-hospital-staff-found-absent/727987.html
Amrita’s works reflect Partition pangs: Prof,01 Feb 2019 | 7:02 AM,"KOLKATA: The trauma of Partition, reflected in the writings of Amrita Pritam, was narrated to participants at a national seminar in Calcutta University today.",/news/punjab/amrita-s-works-reflect-partition-pangs-prof/721877.html
"On Punjab mining expert’s advice, Meghalaya approaches Coal India",23 Dec 2018 | 2:20 AM,"SHILLONG:Former mining engineer and award-winning rescuer Jaswant Singh Gill, who visited illegal coal pit in Meghalaya where 15 men are stuck since December 13, has advised the state government to seek help from Coal India.",/news/punjab/on-punjab-mining-expert-s-advice-meghalaya-approaches-coal-india/702922.html
Monetary help pours in for calligraphy prodigy,11 Dec 2018 | 1:29 AM,"GURDASPUR: Financial aid poured in for 13-year-old Sahil Masih, who stood first in the Punjab State School Calligraphy Competition held recently in Mohali.",/news/punjab/monetary-help-pours-in-for-calligraphy-prodigy/696756.html
Sampla-Malik rift out in open,03 Oct 2018 | 1:17 AM,JALANDHAR: The rift between state BJP president Shwait Malik and his predecessor Vijay Sampla was out in the open during a “padyatra” organised by the state unit of the party on the occasion of Gandhi Jayanti here on Tuesday.,/news/punjab/sampla-malik-rift-out-in-open/662416.html
Ghaggar closer to danger mark,28 Sep 2018 | 1:27 AM,SANGRUR: The water level in the Ghaggar river has reached to 748.5 ft while the danger mark is 751 ft due to water inflow from catchment areas.,/news/punjab/ghaggar-closer-to-danger-mark/659914.html
8-month-old girl drowns in Jalandhar,25 Sep 2018 | 1:23 AM,JALANDHAR: A Rajasthani woman’s eight-month-old daughter drowned after rainwater flooded their kiosk here on Sunday night.,/news/punjab/8-month-old-girl-drowns-in-jalandhar/658400.html
"Car swept away, 6 of family rescued",25 Sep 2018 | 1:23 AM,"HOSHIARPUR: Three vehicles were swept away in the district on Monday, but all persons on board were rescued.",/news/punjab/car-swept-away-6-of-family-rescued/658399.html
"Patiala faces acute water-logging, admn says equipped to handle any situation",24 Sep 2018 | 3:11 PM,"PATIALA: Patiala witnessed acute water-logging as rains continued to pour throughout the night and day on Monday. Areas, including Chandani Chowk, Sheran Wala gate, Arna Barna Chowk saw waist-deep water levels and above.",/news/punjab/patiala-faces-acute-water-logging-admn-says-equipped-to-handle-any-situation/658110.html
Staff seek exemption from poll duty,15 Sep 2018 | 1:51 AM,"PATIALA: Apprehending violence during the zila parishad and panchayat samiti polls, government employees are running from pillar to post to get exemption from poll duty.",/news/punjab/staff-seek-exemption-from-poll-duty/653177.html
Rail traffic hit as rainwater floods bridge,13 Aug 2018 | 1:57 AM,ROPAR:Heavy rains in Himachal Pradesh led to disruption of railway traffic in the region after water flooded a railway track near Kiratpur Sahib here on Sunday.,/news/punjab/rail-traffic-hit-as-rainwater-floods-bridge/636675.html
How AIT ‘scam’ fell flat after a decade,28 Jul 2018 | 1:07 AM,"CHANDIGARH: “Since the private developer had earned almost Rs 1 crore after spending over Rs 25 crore on the project, there seems to be no scope of the firm director paying crores of rupees (as corruption money) after earning such a meagre profit.",/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html
MP for debate on legalising ‘soft’ drugs,27 Jul 2018 | 1:22 AM,CHANDIGARH: Patiala MP Dr Dharamvira Gandhi has demanded an early discussion in Parliament on his Private Member Bill seeking legalisation of “soft” drugs in the country.,/news/punjab/mp-for-debate-on-legalising-soft-drugs/627213.html
Muktsar DC releases Rs 4 lakh for draining out water from fields,22 Jul 2018 | 1:16 AM,"MUKTSAR: After The Tribune highlighted the plight of farmers of Pakki Tibbi village (‘Fields inundated, dept awaits funds for water-lifting pumps’, July 21), Muktsar Deputy Commissioner MK Aravind Kumar and other senior officials visited the flooded fields and immediately released Rs 4 lakh to inst",/news/punjab/muktsar-dc-releases-rs-4-lakh-for-draining-out-water-from-fields/624470.html
"Relief from dust, but streets flooded",18 Jun 2018 | 1:22 AM,"ABOHAR: Rains that lashed Abohar and neighbouring segments on Sunday gave relief from dust, but disrupted power supply and left streets inundated.",/news/punjab/relief-from-dust-but-streets-flooded/607003.html
Fake travel agents on police radar,08 Jun 2018 | 1:45 AM,Fatehgarh Sahib: The district police raided the premises of fake travel agents and IELTS coaching centres and arrested those who were running centres without proper registration certificate.,/news/punjab/fake-travel-agents-on-police-radar/601934.html
Minister monitors sampling of highway material in Abohar,15 May 2018 | 1:39 AM,ABOHAR: Public Works Department Minister Vijay Inder Singla along with Principal Secretary Hussan Lal and Chief Engineer PS Chahal on Monday afternoon monitored the sampling of material by the Quality Control Wing team on the highway near new grain market here.,/news/punjab/minister-monitors-sampling-of-highway-material-in-abohar/589406.html
"Rain damages wheat, hits purchase",03 May 2018 | 1:16 AM,MOGA: Thousands of metric tonnes (MT) of wheat lying in the open at grain markets got drenched in the light to moderate rainfall that lashed the district on Wednesday.,/news/punjab/rain-damages-wheat-hits-purchase/583302.html
"To sir, with sifarish",30 Apr 2018 | 1:31 AM,"CHANDIGARH: Supporters of newly inducted Cabinet ministers flooded their offices with bouquets and sweets. However, with the warm welcome came recommendations (sifarish) scribbled on a small piece of paper with presents to the minister.",/news/punjab/to-sir-with-sifarish/581815.html
"Singla takes charge, flooded with plaints of shoddy works",23 Apr 2018 | 1:47 AM,"SANGRUR: A day after Vijay Inder Singla took oath as the PWD and Information Technology (IT) Minister in the state government, the local MLA has been flooded with complaints about inferior material used in public works.",/news/punjab/singla-takes-charge-flooded-with-plaints-of-shoddy-works/578151.html
"This legislator sets example, keeps his wedding low-key",15 Feb 2018 | 1:23 AM,"SANGRUR: No vehicles hired, no sweets, no band-baaja and a small number of baraatis — AAP MLA from Bhadaur Pirmal Singh Dhaula kept his wedding a low-key affair.",/news/punjab/this-legislator-sets-example-keeps-his-wedding-low-key/544099.html
"Poll promise grounded, MLA flies high",08 Jan 2018 | 1:40 AM,Chandigarh: The Punjab Congress’ election manifesto clearly mentions that “the use of helicopter for travelling by the Chief Minister and the ministers will be forbidden except in case of emergency or calamity.”,/news/punjab/poll-promise-grounded-mla-flies-high/525174.html
"Bills pending, HC asks AG if state in deep fiscal crisis",07 Dec 2017 | 12:58 AM,"CHANDIGARH: Taking cognisance of petitions by firms, societies and individuals flooding the courts for release of dues, the Punjab and Haryana High Court has asked the Advocate-General to explain whether Punjab was facing a “deep financial crunch”.",/news/punjab/bills-pending-hc-asks-ag-if-state-in-deep-fiscal-crisis/509323.html
"No check on polybags smuggled into state from Delhi, Gujarat",05 Dec 2017 | 1:35 AM,JALANDHAR: Punjab’s much-publicised ban on use of polythene bags seems to have vanished in thin air due to the lax approach of the state authorities.,/news/punjab/no-check-on-polybags-smuggled-into-state-from-delhi-gujarat/508258.html
"Left in lurch, they pine for bijli-paani",27 Nov 2017 | 1:34 AM,"CHANDIGARH: Contaminated water, erratic power supply and lack of sewerage continue to be the bane of border area residents. Dala village, 10 km from the wire fencing in Gurdaspur district, is symptomatic of villages near the Zero Line.",/news/punjab/left-in-lurch-they-pine-for-bijli-paani/504049.html
"Vacant posts, petty politics bane of education",03 Nov 2017 | 1:40 AM,"CHANDIGARH: Education is in a shambles in villages of Punjab’s border belt. Vacancies have not been filled for years, defying the guidelines of the Right to Education (RTE) Act. The less said about infrastructure the better.",/news/punjab/vacant-posts-petty-politics-bane-of-education/491513.html
Kala Chashma fame cop allowed to break free,31 Oct 2017 | 2:11 AM,"JALANDHAR: ""Kala Chashma"" fame Head Constable Amrik Singh Shera, 43, now has the permission from the DGP office to pen songs, have his music cassettes released and give interviews to TV channels.",/news/punjab/kala-chashma-fame-cop-allowed-to-break-free/490159.html
"CMO clarifies in haste, retracts",30 Oct 2017 | 1:54 AM,CHANDIGARH: The Chief Minister’s Office (CMO) is quick to issue a clarification for any news that is perceived as harmful to the image of the Capt Amarinder Singh government.,/news/punjab/cmo-clarifies-in-haste-retracts/489507.html
"To ensure green Diwali, PPCB  writes to dist heads",12 Oct 2017 | 2:28 AM,PATIALA: The Punjab Pollution Control Board (PPCB) has accepted that the “air quality index of Punjab now a days is already falling in poor quality zone”.,/news/punjab/to-ensure-green-diwali-ppcb-writes-to-dist-heads/480972.html
Shahkot truck driver’s daughter makes it to New Zealand police,05 Oct 2017 | 7:52 PM,JALANDHAR: It is indeed a proud moment for a truck driver’s family at Bajwa Kalan village in Shahkot with his daughter Prabhdeep Kaur (19) making it to the New Zealand Police.,/news/punjab/shahkot-truck-driver-s-daughter-makes-it-to-new-zealand-police/477776.html
"Heavy rain in Punjab, Haryana leaves roads flooded, disrupts traffic",23 Sep 2017 | 4:12 PM,"CHANDIGARH: There was rain in several parts of Punjab and Haryana, disrupting traffic and leaving many arterial roads flooded. The overnight showers brought the mercury down.",/news/punjab/heavy-rain-in-punjab-haryana-leaves-roads-flooded-disrupts-traffic/471747.html
Sarhad rolls out border tourism package,18 Sep 2017 | 1:17 AM,"AMRITSAR: Sarhad restaurant, famous for Amritsari-Lahori cuisine, has introduced a free-of-cost border tour package.",/news/punjab/sarhad-rolls-out-border-tourism-package/468737.html
Jakhar: Makers of spurious pesticide abetting suicides,18 Aug 2017 | 1:34 AM,JALANDHAR: State Congress chief Sunil Jakhar today said owners of companies found manufacturing spurious pesticides should be booked for abetting suicide of farmers under a new policy to be formulated by the Vidhan Sabha.,/news/punjab/jakhar-makers-of-spurious-pesticide-abetting-suicides/453482.html
"Panchayat funds: Accused of impropriety, auditors face axe",18 Aug 2017 | 1:34 AM,"CHANDIGARH: The Punjab Government is likely to change the third-party auditors hired by the previous SAD-BJP government for auditing the accounts of over 13,000 panchayats in the state.",/news/punjab/panchayat-funds-accused-of-impropriety-auditors-face-axe/453467.html
"Canal breach in Fazilka, fields flooded",03 Aug 2017 | 1:45 AM,FAZILKA: Over 50 acres of paddy and cotton fields have been inundated following a 40-ft-wide breach in the Alamshah minor canal near Penchanwali village on the outskirts of this town last night.,/news/punjab/canal-breach-in-fazilka-fields-flooded/446349.html
"Stubble burning’s too stubborn, even for a million dollars",27 Jul 2017 | 2:12 AM,CHANDIGARH:The vexing issue of paddy-straw burning and its harmful effect on humans and the environment has thus far proved insurmountable.,/news/punjab/stubble-burning-s-too-stubborn-even-for-a-million-dollars/442924.html
Residents block traffic over sewage mess,14 Jul 2017 | 2:15 AM,"ABOHAR: As several streets were flooded again with dirty water around Ramdev Temple in Arya Nagar here following rain on Wednesday night, residents marched to the office of the Punjab Water Supply and Sewerage Board (PWSSB) and staged a dharna today.",/news/punjab/residents-block-traffic-over-sewage-mess/436232.html
Flooded drain ruins crops; relief sought,12 Jul 2017 | 1:54 AM,BATHINDA: The overflowing lower Lasara drain has damaged crops in 450 acres in Jethuke and Kararwala villages of this district.,/news/punjab/flooded-drain-ruins-crops-relief-sought/435303.html
Gurus’ idols on sale despite Takht edict,10 Jul 2017 | 1:35 AM,"AMRITSAR: In violation of an Akal Takht directive, idols of Sikh Gurus, especially Guru Nanak Dev, are being sold in the market adjacent to the Golden Temple here.",/news/punjab/gurus-idols-on-sale-despite-takht-edict/434272.html
Canal cleaning: Govt laxity to cost paddy growers dear,06 Jul 2017 | 1:07 AM,"CHANDIGARH: More than a dozen leakages in canals and drains of the state flooding agricultural land in scores of villages during the last fortnight are a clear indication that Punjab farmers, mainly paddy growers will have to bear the brunt of flooding in the monsoon this year.",/news/punjab/canal-cleaning-govt-laxity-to-cost-paddy-growers-dear/432290.html
Crops on 3k acres submerged,03 Jul 2017 | 1:42 AM,BARNALA: Standing crop on thousands of acres is submerged in rain and canal water for the past three days in various villages of this district.,/news/punjab/crops-on-3k-acres-submerged/430876.html
Villagers clash over draining out rainwater,02 Jul 2017 | 1:18 AM,BARNALA: Residents of Cheema and Jodhpur villages clashed today over draining out rainwater. Some villagers suffered minor injuries.,/news/punjab/villagers-clash-over-draining-out-rainwater/430389.html
Farmers urge govt to remove hyacinth,01 Jul 2017 | 1:00 AM,"ABOHAR: As weather experts predicted mild showers and thunderstorms till July 4 in Sriganganagar and Abohar, farmers fear breaches in sub-canals that had been flooded with hyacinth flowing from the Harike barrage.",/news/punjab/farmers-urge-govt-to-remove-hyacinth/429961.html
"Heavy rain in Mansa, man electrocuted",01 Jul 2017 | 1:00 AM,MANSA: A shopkeeper was electrocuted to death here today following a heavy rainfall.,/news/punjab/heavy-rain-in-mansa-man-electrocuted/429959.html
"Misery for traders, commuters",30 Jun 2017 | 12:54 AM,MUKTSAR: The rain in the past 24 hours has brought misery for local shopkeepers as the streets remained flooded throughout the day.,/news/punjab/misery-for-traders-commuters/429525.html
Canal breach leaves cotton fields flooded,19 Jun 2017 | 1:39 AM,"ABOHAR: As trees continued to fall after the thunderstorm on Saturday afternoon, a breach developed on the banks of a sub-canal between Jandwala Hanvanta and Dhinganwali villages on the tail-end of the canal system near the Abohar-Sriganganagar road today.",/news/punjab/canal-breach-leaves-cotton-fields-flooded/424382.html
"NH flooded, commuters harassed",08 Jun 2017 | 2:08 AM,MOGA:Rain lashed Moga and its adjoining districts last night bringing some respite to the residents from the heat wave.,/news/punjab/nh-flooded-commuters-harassed/419260.html
Mandi Board has no funds to repair roads in rural areas,22 May 2017 | 2:04 AM,"CHANDIGARH: With no funds in its kitty, the Punjab Mandi Board is worried over the repair of rural roads.",/news/punjab/mandi-board-has-no-funds-to-repair-roads-in-rural-areas/410721.html
Parliamentary panel rules out Kartarpur corridor,03 May 2017 | 1:27 AM,The parliamentary standing committee on external affairs has ruled out the construction of a corridor linking India with the historical Kartarpur Sahib shrine in Pakistan.,/news/community/parliamentary-panel-rules-out-kartarpur-corridor/401167.html
‘Corridor connecting India with Kartarpur Sahib shrine in Pak ruled out’,02 May 2017 | 6:29 PM,DERA BABA NANAK: The parliamentary standing committee on external affairs on Tuesday ruled out construction of a corridor linking India with the historical Kartarpur Sahib shrine in Pakistan.,/news/community/-corridor-connecting-india-with-kartarpur-sahib-shrine-in-pak-ruled-out/400962.html
"Flooded with RTI queries, info panel debars applicant",22 Apr 2017 | 1:55 AM,"CHANDIGARH: More than 500 applications moved under the Right to Information (RTI) Act by a ‘habitual’ Ludhiana-based activist have irked the State Information Commission (SIC) to an extent that it has directed the Municipal Corporation, Ludhiana, to ignore the RTI queries by the applicant, who is “",/news/community/flooded-with-rti-queries-info-panel-debars-applicant/395649.html
Marital disputes: HC gears up for video-conferencing,15 Apr 2017 | 1:26 AM,CHANDIGARH: The Supreme Court has made it clear that proceedings in matrimonial disputes can be conducted through video-conferencing.,/news/courts/marital-disputes-hc-gears-up-for-video-conferencing/392135.html
"At 78.6%, Punjab equals ’12 turnout",05 Feb 2017 | 2:17 AM,"CHANDIGARH: Punjab recorded 78.62 per cent polling, almost the same as in 2012 (78.67), as the state went to the hustings today to elect 117 representatives for the 14th Assembly. But for a few incidents of firing, skirmishes and technical glitches in VVPAT machines, polling was by and large peacef",/news/community/at-78-6-punjab-equals-12-turnout/359749.html
"Not backing Bhattal, says Independent",04 Feb 2017 | 1:13 AM,"Sangrur: Reacting to a social media message claiming that he had withdrawn from the contest in favour of Congress nominee from Lehra Rajinder Kaur Bhattal, Independent candidate Sham Singh Makrod on Friday uploaded a video to clarify that he was still in the fray.",/news/community/not-backing-bhattal-says-independent/359314.html
"On fringes, they vie for space",13 Jan 2017 | 2:20 AM,"CHANDIGARH: When the Aam Aadmi Party (AAP) refused to contest the Khadoor Sahib byelection in 2016, former state convener of the party Sumail Singh Sidhu jumped into the fray as an Independent, hoping to consolidate disgruntled AAP volunteers and “provide them leadership”.",/news/community/on-fringes-they-vie-for-space/349723.html
"Disillusioned with AAP, splinter groups out to redefine political narrative",12 Jan 2017 | 2:02 AM,"CHANDIGARH: When the Aam Aadmi Party (AAP) refused to contest the Khadoor Sahib byelection in 2016, former state convener of the party Sumail Singh Sidhu jumped into the fray as an Independent, hoping to consolidate disgruntled AAP volunteers and “provide them leadership”.",/news/politics/disillusioned-with-aap-splinter-groups-out-to-redefine-political-narrative/349208.html
"Sick kin, skin allergy... excuses to skip poll duty",07 Jan 2017 | 1:49 AM,"PATIALA: A sick relative, skin allergy, taking care of an infant, cooking for parents, attending to a pregnant wife — these are some of the excuses government officials are citing to seek exemption from election duty.",/news/community/sick-kin-skin-allergy--excuses-to-skip-poll-duty/346935.html
7 fresh faces on Congress list,16 Dec 2016 | 2:13 AM,CHANDIGARH:The Congress today withheld the candidature of 12 sitting MLAs while releasing the first list of 61 candidates for the Assembly elections.,/news/politics/7-fresh-faces-on-congress-list/337600.html
Can’t take Jalandhar Cantt lightly,08 Dec 2016 | 1:49 AM,"Located amid lush-green fields, the Jamsher dairy complex looks incongruous, a desolate wasteland in the back of beyond. Bad roads, pools of stagnant water and alleys inundated with sewage – the promise of making it a “state of the art” locality has sunk without a trace.",/news/community/can-t-take-jalandhar-cantt-lightly/333965.html
"Mining mafia digs in, Bhoa looks for way out",18 Nov 2016 | 2:11 AM,"Late in the evening, after the Chak Ramsahai mine is closed for the day, Tarsem Lal, a chemist of Sehora village, hears the roar of trucks carrying sand from illegal quarries along the Ravi riverbed. “Officially, sand mining can’t be done after sunset, but our families have to bear the rattle of ma",/news/community/mining-mafia-digs-in-bhoa-looks-for-way-out/324907.html
Gandhi’s Bill to be tabled in Parliament,20 Oct 2016 | 12:32 AM,"PATIALA: Patiala MP Dharamvira Gandhi’s Bill to amend Narcotic Drugs and Psychotropic Substances (NDPS) Act, 1985, has been cleared by the legislative branch after scrutiny.",/news/community/gandhi-s-bill-to-be-tabled-in-parliament/312024.html
"No new vehicles, dept heads told to hire cabs",12 Oct 2016 | 2:02 AM,"PATIALA: Flooded with requests for the allotment of new vehicles from officers, the Punjab Government has ordered auction of old vehicles but instead of allotting new cars, the Finance Department has asked them to “hire vehicles.",/news/community/no-new-vehicles-dept-heads-told-to-hire-cabs/308305.html
Baba Farid Mela concludes,24 Sep 2016 | 1:08 AM,FARIDKOT: The five-day state-level festival in the memory of Sufi saint Baba Sheikh Farid concluded here today.,/news/community/baba-farid-mela-concludes/299904.html
Engineer who saved 65 miners in WB selected for Bhagat Puran Singh Award,08 Sep 2016 | 1:58 AM,"FARIDKOT: An engineer, who had saved the lives of 65 miners trapped in the flooded Mahabir mine of Raniganj area in West Bengal, has been selected for the Bhagat Puran Singh Award for Service to Humanity for 2016.",/news/community/engineer-who-saved-65-miners-in-wb-selected-for-bhagat-puran-singh-award/291880.html
Cong to move privilege motion against Dy CM,04 Sep 2016 | 1:25 AM,JALANDHAR: Punjab Congress chief spokesperson Sunil Jakhar today said his party would move privilege motion against Deputy CM Sukhbir Badal for “misleading” the House over the use of funds for urban development.,/news/community/cong-to-move-privilege-motion-against-dy-cm/289931.html
"Canal breach leaves fields flooded in Fazilka, Abohar",29 Aug 2016 | 1:39 AM,"FAZILKA/ABOHAR: The Badha minor canal suffered a 20-25 feet breach here today and inundated paddy crop in five acres of land, a government school and water works building in Badha village on the outskirts of Fazilka town.",/news/community/canal-breach-leaves-fields-flooded-in-fazilka-abohar/286941.html
Badals ruling transport sector: Capt,03 Jul 2016 | 2:57 AM,CHANDIGARH: Punjab Congress president Capt Amarinder Singh today accused the Badal family of acquiring two Hoshiarpur-based private transport companies.,/news/community/badals-ruling-transport-sector-capt/260396.html
Pathankot residents’ alertness put to test,01 Jul 2016 | 1:50 AM,"PATHANKOT: A day after the authorities distributed posters in the vicinity of the Air Force station telling local residents to be alert about any ‘aerial vehicle’, officials today flew a paraglider inside the complex to know the people’s reaction.",/news/community/pathankot-residents-alertness-put-to-test/259496.html
"Water mgmt key to tackling climate change, says expert",28 Jun 2016 | 1:25 AM,"NEW DELHI: At a time when climate change is set to impact rice production in Asia, simple water management by farmers as an adaptation strategy will minimise the damage, an expert said.",/news/community/water-mgmt-key-to-tackling-climate-change-says-expert/258028.html
Breach in Fazilka canal floods fields,27 Jun 2016 | 1:28 AM,Agricultural plots spread over 50 acres were flooded due to a 65-foot-wide breach in a canal at Theh Kalandar village in Fazilka district,/news/community/breach-in-fazilka-canal-floods-fields/257611.html
"State to ensure water at canal tail-end in Fazilka, Abohar",27 Jun 2016 | 1:28 AM,"MUKTSAR: The Punjab government has now started making efforts to supply water at tail end of canals in Abohar, Fazilka areas without taking any help from Rajasthan.",/news/community/state-to-ensure-water-at-canal-tail-end-in-fazilka-abohar/257506.html
Bhagat Singh’s grandnephew and AAP activist Abhitej killed in mishap,29 May 2016 | 11:45 AM,"SHIMLA: Abhitej Sandhu, grandnephew of Shaheed Bhagat Singh and an AAP activist, died after he sustained grave injuries in a motorcycle accident at Maglad, near Rampur in Shimla district, about 135 km from here, late on Saturday evening. He was 27.",/news/crime/bhagat-singh-s-grandnephew-and-aap-activist-abhitej-killed-in-mishap/243788.html
Six booked for attacking Power Dept staff,13 May 2016 | 2:00 AM,"PISTOL:Tarn Taran:An inspection team of the Punjab State Power Corporation (Powercom) was allegedly attacked in Saido village, 30 km from here, on Wednesday when it had gone to the village for checking electricity meters.",/news/community/six-booked-for-attacking-power-dept-staff/235983.html
"Heard of kidnapping, what relief in the end",05 May 2016 | 1:59 AM,"Patiala: I dropped my daughter, who is in Class I, at the British Co-Ed School at 7.35 am this morning. As she entered the schoolgate, I took a turn to return home. Seconds later, I received a call that something was wrong at the school.",/news/community/heard-of-kidnapping-what-relief-in-the-end/232170.html
IG terms gangsters’ offensive FB posts freedom of speech,03 May 2016 | 1:38 AM,"JALANDHAR: The Facebook page of notorious gangster Sukha Kahlon, who was killed in police custody near Phagwara in January last year, is still being flooded with threatening posts aimed at rival gangster Vicky Gounder and the police.",/news/community/ig-terms-gangsters-offensive-fb-posts-freedom-of-speech/231182.html
42 officials found absent,28 Apr 2016 | 1:24 AM,"BATALA: Deputy Commissioner Pardeep Sabharwal today raided seven offices and found 42 officials absent. Out of the total of 70 employees on the rolls of these departments, 60 per cent were found on their seat.",/news/community/42-officials-found-absent/228710.html
"Airlines cash in on Jat protest, Amritsar-Delhi fare up 5-fold",22 Feb 2016 | 1:01 AM,"AMRITSAR: Airlines and travel agents are making the most of the ongoing social unrest in Haryana by ""overcharging"" passengers for Delhi-bound flights.",/news/community/airlines-cash-in-on-jat-protest-amritsar-delhi-fare-up-5-fold/199435.html
Idols of Sikh Gurus being sold in market,13 Jan 2016 | 1:15 AM,"AMRITSAR:Despite Akal Takht Jathedar Giani Gurbachan Singh's warning, the manufacture and sale of idols of the Sikh Gurus continues.",/news/community/idols-of-sikh-gurus-being-sold-in-market/182978.html
"Now, Chinese LED pots illuminate Jago in state",21 Dec 2015 | 1:11 AM,"CHANDIGARH: After Chinese kirpans (swords) flooded the Indian market, Chinese pots are now becoming very popular with these pots being used in Punjabi wedding ceremony Jago.",/news/community/now-chinese-led-pots-illuminate-jago-in-state/173434.html
51 out of 52 students of Nabha ITI fail in first year exam,10 Dec 2015 | 1:39 AM,PATIALA: The recent first semester result of the Industrial Training Institute (ITI) for girls in Nabha has astonished everyone as 51 out of 52 students have failed to clear exams.,/news/education/51-out-of-52-students-of-nabha-iti-fail-in-first-year-exam/168951.html
Akal Takht jathedar warns against idols of Sikh Gurus,01 Dec 2015 | 1:33 AM,AMRITSAR: Akal Takht Jathedar Giani Gurbachan Singh has issued a warning against the manufacture and sale of idols of Sikh Gurus. He has also appealed to the Sikh masses to refrain from purchasing those as idol worship is against Sikh ethics.,/news/community/akal-takht-jathedar-warns-against-idols-of-sikh-gurus/165090.html
"Grow recommended wheat varieties, state farmers told",10 Nov 2015 | 1:31 AM,"LUDHIANA: With wheat sowing at its peak in the state, Punjab Agricultural University (PAU) today advised farmers to opt for recommended variety of seeds of the cereal.",/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html
"Clouds, drizzle worry paddy growers",26 Oct 2015 | 1:41 AM,MOGA: Cloudy weather conditions coupled with a light drizzle in most parts of Moga and its adjoining districts on Sunday have caused concern in the farming community which is busy harvesting the paddy crop these days.,/news/community/clouds-drizzle-worry-paddy-growers/150578.html
Gunny bag shortage hits paddy procurement,21 Oct 2015 | 1:45 AM,PATIALA: The short supply of gunny bags and inadequate transport facilities at the paddy purchase centres has hit paddy procurement in the district.,/news/community/gunny-bag-shortage-hits-paddy-procurement/148625.html
Abohar Municipal Council to act tough against defaulters,09 Oct 2015 | 1:51 AM,"ABOHAR: Under pressure to shed the tags of “debt-ridden” and “non-performing” institution, the Abohar Municipal Council ruled by the BJP-SAD alliance has decided to get tough with defaulters who have not paid municipal taxes.",/news/governance/abohar-municipal-council-to-act-tough-against-defaulters/143560.html
Navjot Sidhu hospitalised,07 Oct 2015 | 1:04 AM,AMRITSAR: Former BJP MP from Amritsar Navjot Singh Sidhu was admitted to Apollo Hospital in New Delhi due to an “acute attack of deep vein thrombosis” after an injury during his recent Kailash Mansarovar yatra.,/news/community/navjot-sidhu-hospitalised/142646.html
